,_id,review,translations,score,university,course,upvotes,downvotes,date,courseName,courseNameShort,translation
819,5c583053be474e001c2d3e97,Assistant of the first part is highly incompetent. She cannot answer the questions that are slightly different that the one on the slides. Second assistant it's ok.  Exam is basically memorizing details of models.,"Die Assistentin des ersten Teils ist sehr inkompetent. Sie kann die Fragen nicht beantworten, die etwas anders sind, als die auf den Dias. Zweite Assistentin ist es ok. Prüfung ist im Grunde auswendiglernende Details der Modelle.",2,UZH,50370132,3.0,0.0,1549283917389,Fortgeschrittene Mikroökonomik für die BWL (V+Ü) (Advanced Microeconomics for Business Administration),Fortgeschrittene Mikroökonomik für die BWL,"Die Assistentin des ersten Teils ist sehr inkompetent. Sie kann die Fragen nicht beantworten, die etwas anders sind, als die auf den Dias. Zweite Assistentin ist es ok. Prüfung ist im Grunde auswendiglernende Details der Modelle."
820,5c584533be474e001c2d5ee2,Very interesting topics. Good professor ,Sehr interessante Themen. Guter Professor,5,UZH,50846819,1.0,0.0,1565357309125,Financial Engineering (L+E),Financial Engineering,Sehr interessante Themen. Guter Professor
821,5c5845babe474e001c2d5f94,"Unorganized amongst different lecturers, more or less random topics. Exam was very weird.","Unorganisiert unter verschiedenen Dozenten, mehr oder weniger zufällige Themen. Prüfung war sehr seltsam.",2,UZH,50407801,0.0,0.0,1551271073042,BIO 297 Social Behaviour of Bacteria (Course),Social Behaviour of Bacteria,"Unorganisiert unter verschiedenen Dozenten, mehr oder weniger zufällige Themen. Prüfung war sehr seltsam."
822,5c585091be474e001c2d72b7,"Would recommend this course. Really good prof, nice lectures and a fair exam. ","Würden diesen Kurs empfehlen. Wirklich guter Profi, nette Vorträge und eine faire Prüfung.",5,UZH,50637560,0.0,1.0,1549291798461,International Management (L),International Management,"Würden diesen Kurs empfehlen. Wirklich guter Profi, nette Vorträge und eine faire Prüfung."
824,5c5977b3896c29001c113dd4,"Sometimes boring and the learning objective and scope of the professor is unclear. However, rather fair exam. Can recommend only for those who are interested in the subect.","Manchmal ist langweilig und das Lernziel und der Umfang des Professors unklar. Allerdings eher faire Prüfung. Kann nur für diejenigen empfehlen, die sich für den Subekt interessieren.",3,UZH,50407554,0.0,0.0,1549367363987,Microfinance and Impact Investing (L),Microfinance and Impact Investing,"Manchmal ist langweilig und das Lernziel und der Umfang des Professors unklar. Allerdings eher faire Prüfung. Kann nur für diejenigen empfehlen, die sich für den Subekt interessieren."
825,5c598e2e896c29001c116511,"Motivated team, interesting content ","Motiviertes Team, interessante Inhalte",5,UZH,50922405,2.0,0.0,1549373036927,HRM and Organizational Behavior (L+E),HRM and Organizational Behavior,"Motiviertes Team, interessante Inhalte"
826,5c59ab67896c29001c119909,"Teacher very passionate and knowledgeable about subject, and very committed to student learning and success. You can get a good grade if you approach the subject with humility and a desire to learn. Course specially recommended if you envisage a career in trading, or if you want to be aware of the many ways in which you can be ripped off by the markets.","Lehrer sehr leidenschaftlich und kenntnisreich über das Thema, und sehr engagiert für das Lernen und den Erfolg der Schüler. Sie können eine gute Note erhalten, wenn Sie das Thema mit Demut und dem Wunsch zu lernen. Kurs speziell empfohlen, wenn Sie eine Karriere im Handel planen, oder wenn Sie sich der vielen Möglichkeiten bewusst sein, in denen Sie von den Märkten abgerissen werden können.",5,UZH,50816076,0.0,0.0,1549396873397,Modern Crime in Financial Markets (L),Modern Crime in Financial Markets,"Lehrer sehr leidenschaftlich und kenntnisreich über das Thema, und sehr engagiert für das Lernen und den Erfolg der Schüler. Sie können eine gute Note erhalten, wenn Sie das Thema mit Demut und dem Wunsch zu lernen. Kurs speziell empfohlen, wenn Sie eine Karriere im Handel planen, oder wenn Sie sich der vielen Möglichkeiten bewusst sein, in denen Sie von den Märkten abgerissen werden können."
827,5c59ad3f896c29001c119c81,"Great professor, interesting topics. The exam was a bit strange and different from the mock exam. But still, I can recommend it! Must have","Große Professor, interessante Themen. Die Prüfung war ein bisschen seltsam und anders als die Scheinprüfung. Aber trotzdem kann ich es empfehlen!",5,UZH,50790321,0.0,0.0,1549381025599,Advanced Corporate Finance I (L+E),Advanced Corporate Finance I,"Große Professor, interessante Themen. Die Prüfung war ein bisschen seltsam und anders als die Scheinprüfung. Aber trotzdem kann ich es empfehlen!"
828,5c59b450896c29001c11a951,"The challenges during the semester are practical, engaging and fun.","Die Herausforderungen während des Semesters sind praktisch, einnehmend und lustig.",4,ETH,252-0220-00L,0.0,0.0,1549382827060,Introduction to Machine Learning,Introduction to Machine Learning,"Die Herausforderungen während des Semesters sind praktisch, einnehmend und lustig."
829,5c59b544896c29001c11aaef,The whole course consisted of presentations. Usually the presentations were really boring and you only really get to know the part you do the presentation about. Also woth two presentations and one group project it takes too much time for the credits you get.,"Der gesamte Kurs bestand aus Präsentationen. Normalerweise waren die Präsentationen wirklich langweilig und man lernt nur den Teil kennen, über den man die Präsentation macht. Auch woth zwei Präsentationen und ein Gruppenprojekt dauert es zu viel Zeit für die Credits, die man bekommt.",2,ETH,851-0252-01L,0.0,0.0,1549383132147,Human-Computer Interaction: Cognition and Usability,Human-Computer Interaction: Cognition and Usability,"Der gesamte Kurs bestand aus Präsentationen. Normalerweise waren die Präsentationen wirklich langweilig und man lernt nur den Teil kennen, über den man die Präsentation macht. Auch woth zwei Präsentationen und ein Gruppenprojekt dauert es zu viel Zeit für die Credits, die man bekommt."
830,5c59b75c896c29001c11aee8,"The Assistants were really uncoordinated and there were many errors in the solutions they provided. They also provided us with a summary that we could use for the semester which was the most hideous thing I've ever seen. Just copies of different tables, seemingly formatted in a word document and sometimes the titles and the corresponding tables were not even on the same page. The best thing about the course was Neamen.","Die Assistenten waren wirklich unkoordiniert und es gab viele Fehler in den Lösungen, die sie zur Verfügung stellten. Sie lieferten uns auch eine Zusammenfassung, die wir für das Semester verwenden konnten, was das abscheulichste war, was ich je gesehen habe. Nur Kopien verschiedener Tabellen, scheinbar formatiert in einem Wortdokument und manchmal die Titel und die entsprechenden Tabellen waren nicht einmal auf der gleichen Seite. Das Beste an dem Kurs war Neamen.",1,ETH,402-0053-00L,0.0,0.0,1549383742475,Physics II,Physics II,"Die Assistenten waren wirklich unkoordiniert und es gab viele Fehler in den Lösungen, die sie zur Verfügung stellten. Sie lieferten uns auch eine Zusammenfassung, die wir für das Semester verwenden konnten, was das abscheulichste war, was ich je gesehen habe. Nur Kopien verschiedener Tabellen, scheinbar formatiert in einem Wortdokument und manchmal die Titel und die entsprechenden Tabellen waren nicht einmal auf der gleichen Seite. Das Beste an dem Kurs war Neamen."
831,5c5ac83cf265a5001c57dd27,"Good mix of psychology and economics. Very engaging class, intersting topics and good professors.  Exam: Reading the book can help you get a very good mark instead of just a good one. But it's possible to pass without the book (look at all the slides, from the exercises too)","Gute Mischung aus Psychologie und Ökonomie. Sehr einnehmende Klasse, intersting Themen und gute Professoren. Prüfung: Lesen des Buches kann Ihnen helfen, ein sehr gutes Zeichen zu bekommen, anstatt nur ein gutes. Aber es ist möglich, ohne das Buch passieren (Schauen Sie sich alle Dias, aus den Übungen auch)",5,UZH,50922405,1.0,0.0,1549454167405,HRM and Organizational Behavior (L+E),HRM and Organizational Behavior,"Gute Mischung aus Psychologie und Ökonomie. Sehr einnehmende Klasse, intersting Themen und gute Professoren. Prüfung: Lesen des Buches kann Ihnen helfen, ein sehr gutes Zeichen zu bekommen, anstatt nur ein gutes. Aber es ist möglich, ohne das Buch passieren (Schauen Sie sich alle Dias, aus den Übungen auch)"
832,5c5ae093f265a5001c581bd2,Wagner top! ,Wagner oben!,5,UZH,50044544,7.0,2.0,1549459612174,Corporate Finance (L+E),Corporate Finance,Wagner oben!
833,5c5ae179f265a5001c581d56,Very interesting course and good professor! A must for someone interested in derivatives.,"Sehr interessanter Kurs und guter Professor! Ein Muss für jemanden, der an Derivaten interessiert ist.",5,UZH,50846819,1.0,0.0,1549459964755,Financial Engineering (L+E),Financial Engineering,"Sehr interessanter Kurs und guter Professor! Ein Muss für jemanden, der an Derivaten interessiert ist."
834,5c5ae22ef265a5001c581ec4,Interesting class! Very applied topics are treated in the course.,Interessante Klasse! Sehr angewandte Themen werden im Kurs behandelt.,5,UZH,50840899,0.0,0.0,1549460164785,Introduction to systematic risk premia strategies traded at hedge funds (L+E),Introduction to systematic risk premia strategies traded at hedge funds,Interessante Klasse! Sehr angewandte Themen werden im Kurs behandelt.
835,5c5ae2d8f265a5001c582055,"Very useful class when it comes to learn how to properly backtest trading strategies by taking into account transaction costs, risk free asset holdings and futures rollover! Not a beginner’s course for someone who never programmed before.","Sehr nützliche Klasse, wenn es darum geht, zu lernen, wie man richtig Backtest Trading-Strategien unter Berücksichtigung der Transaktionskosten, risikofreie Assetholdings und Futures Rollover! Nicht ein Anfängerkurs für jemanden, der nie zuvor programmiert.",4,UZH,50820714,0.0,0.0,1549460376324,Matlab for Portfolio Management (L),Matlab for Portfolio Management,"Sehr nützliche Klasse, wenn es darum geht, zu lernen, wie man richtig Backtest Trading-Strategien unter Berücksichtigung der Transaktionskosten, risikofreie Assetholdings und Futures Rollover! Nicht ein Anfängerkurs für jemanden, der nie zuvor programmiert."
836,5c5ae41cf265a5001c5822a8,Interesting contents but badly taught for someone who never had an introduction to corporate finance.,"Interessante Inhalte, aber schlecht gelehrt für jemanden, der nie eine Einführung in die Unternehmensfinanzierung hatte.",3,UZH,50458581,1.0,0.0,1549460576315,Corporate Finance (L),Corporate Finance,"Interessante Inhalte, aber schlecht gelehrt für jemanden, der nie eine Einführung in die Unternehmensfinanzierung hatte."
837,5c5ae7d4f265a5001c582977,Boring but still can learn something ,"Langweilig, kann aber trotzdem etwas lernen",2,UZH,50637569,0.0,0.0,1549481373184,Global Strategic Management (L+E),Global Strategic Management,"Langweilig, kann aber trotzdem etwas lernen"
838,5c5ae9f0f265a5001c582dad,Completely useless ,Völlig nutzlos,1,UZH,50690008,1.0,1.0,1549462018763,Microeconomics of Insurance (L),Microeconomics of Insurance,Völlig nutzlos
839,5c5afcee422718001c517e9b,Motivating Prof and very good english. Lot of psychological aspects which I liked personally. ,"Motivieren Prof und sehr gut Englisch. Viele psychologische Aspekte, die ich persönlich mochte.",5,UZH,50922405,0.0,0.0,1549467075114,HRM and Organizational Behavior (L+E),HRM and Organizational Behavior,"Motivieren Prof und sehr gut Englisch. Viele psychologische Aspekte, die ich persönlich mochte."
840,5c5b2c63422718001c51c1cf,An illustrative example of an unfair exam. Only 10% of the exam were from exercise sessions. 10% were definitions and the rest were randomly picked topics of the slides and very confusing. Next time I would take a lecture with more transparent learning objectives,Ein anschauliches Beispiel für eine unfaire Prüfung. Nur 10% der Prüfung stammten aus Übungssitzungen. 10% waren Definitionen und der Rest waren zufällig ausgewählte Themen der Dias und sehr verwirrend. Nächstes Mal würde ich einen Vortrag mit transparenteren Lernzielen nehmen,1,UZH,50771995,1.0,0.0,1549566888867,The Economics of Individual Decision Making (L+E),The Economics of Individual Decision Making,Ein anschauliches Beispiel für eine unfaire Prüfung. Nur 10% der Prüfung stammten aus Übungssitzungen. 10% waren Definitionen und der Rest waren zufällig ausgewählte Themen der Dias und sehr verwirrend. Nächstes Mal würde ich einen Vortrag mit transparenteren Lernzielen nehmen
842,5c5c083b422718001c524c5c,thanks for nothing - do not take this. what an absolute joke. ,Danke für nichts - nehmen Sie das nicht. was für ein absoluter Witz.,1,UZH,50840897,4.0,0.0,1549535444913,Taming the Data (L),Taming the Data,Danke für nichts - nehmen Sie das nicht. was für ein absoluter Witz.
843,5c5c0d76422718001c5257b8,Interesting topic. Incredibly unfair and disappointed exam!,Interessantes Thema. Unglaublich unfair und enttäuscht Prüfung!,2,UZH,50771995,4.0,0.0,1549536702852,The Economics of Individual Decision Making (L+E),The Economics of Individual Decision Making,Interessantes Thema. Unglaublich unfair und enttäuscht Prüfung!
844,5c5c0dc7422718001c525858,One of the most interesting and practice relevant lectures at UZH. Extremely sympathetic and intelligent prof. It was a pleasure to attend the lectures.,"Einer der interessantesten und praxisrelevanten Vorträge an der UZH. Äußerst sympathischer und intelligenter Prof. Es war eine Freude, an den Vorträgen teilzunehmen.",5,UZH,50923210,0.0,0.0,1549536880482,People Management in Organizations (L),People Management in Organizations,"Einer der interessantesten und praxisrelevanten Vorträge an der UZH. Äußerst sympathischer und intelligenter Prof. Es war eine Freude, an den Vorträgen teilzunehmen."
845,5c5c3013422718001c52999d,Only good thing about this course is the good grade for a relatively low effort.,Das einzig Gute an diesem Kurs ist die gute Note für einen relativ geringen Aufwand.,2,UZH,50840897,0.0,2.0,1549545591189,Taming the Data (L),Taming the Data,Das einzig Gute an diesem Kurs ist die gute Note für einen relativ geringen Aufwand.
846,5c5c4c465112ef001c6b1b1c,Teacher encouraged us to do presentations and to discuss in class. It is a good practice. It would be better if the contents are more structured. ,"Der Lehrer ermutigte uns, Vorträge zu halten und im Unterricht zu diskutieren. Es ist eine gute Praxis. Es wäre besser, wenn der Inhalt strukturierter wäre.",4,UZH,50816076,0.0,0.0,1549552787385,Modern Crime in Financial Markets (L),Modern Crime in Financial Markets,"Der Lehrer ermutigte uns, Vorträge zu halten und im Unterricht zu diskutieren. Es ist eine gute Praxis. Es wäre besser, wenn der Inhalt strukturierter wäre."
847,5c5c4ced5112ef001c6b1c55,"Interesting course, good teachers, but expect a bit higher grades ","Interessanter Kurs, gute Lehrer, aber erwarten ein bisschen höhere Noten",3,UZH,50377285,1.0,1.0,1549552911417,Empirical Methods (L+E),Empirical Methods,"Interessanter Kurs, gute Lehrer, aber erwarten ein bisschen höhere Noten"
848,5c5c4d4b5112ef001c6b1ce8,Good to know basics about some programming language. Exam is not hard. Don’t be so anxious if you take this course. ,"Gut zu wissen Grundlagen über einige Programmiersprache. Prüfung ist nicht schwer. Seien Sie nicht so ängstlich, wenn Sie diesen Kurs nehmen.",4,UZH,50840897,2.0,1.0,1549553052612,Taming the Data (L),Taming the Data,"Gut zu wissen Grundlagen über einige Programmiersprache. Prüfung ist nicht schwer. Seien Sie nicht so ängstlich, wenn Sie diesen Kurs nehmen."
849,5c5c59c55112ef001c6b390c,Prof Cvengros has a nice and organised lecture. Very neat blackboard notes. He also takes his time for individual students to explain how things work.,"Prof. Cvengros hat einen netten und organisierten Vortrag. Sehr ordentliche Tafelnotizen. Er nimmt sich auch Zeit für einzelne Studenten, um zu erklären, wie die Dinge funktionieren.",5,UZH,50772226,4.0,1.0,1549556302861,CHE 203 Organic Chemistry I,Organic Chemistry I,"Prof. Cvengros hat einen netten und organisierten Vortrag. Sehr ordentliche Tafelnotizen. Er nimmt sich auch Zeit für einzelne Studenten, um zu erklären, wie die Dinge funktionieren."
850,5c5c83fc5112ef001c6b86fb,PS way too long and half of the theory is really boring. However friendly teacher ,PS viel zu lang und die Hälfte der Theorie ist wirklich langweilig.,4,UZH,50377285,1.0,1.0,1549568344968,Empirical Methods (L+E),Empirical Methods,PS viel zu lang und die Hälfte der Theorie ist wirklich langweilig.
851,5c5c84d75112ef001c6b8815,Subject not really interesting but motivated teacher and grades ok...  ,"Thema nicht wirklich interessant, aber motiviert Lehrer und Noten ok...",3,UZH,50368922,1.0,2.0,1549567225657,Advanced Microeconomics I (L+E),Advanced Microeconomics I,"Thema nicht wirklich interessant, aber motiviert Lehrer und Noten ok..."
852,5c5c858d5112ef001c6b8919,Easy to pass but boring subject ,"Leicht zu durchgehen, aber langweilig Thema",2,UZH,50458581,1.0,0.0,1549567415810,Corporate Finance (L),Corporate Finance,"Leicht zu durchgehen, aber langweilig Thema"
853,5c5c909c5112ef001c6b94ac,"In short, it's a nice and potentially very useful econometrics course. However, it is hard and requires a lot of work and studying. The teacher is very good at explaining even the most difficult stuff which are included in the course. Problem sets help a lot and exam is quite similar to them.","Kurz gesagt, es ist ein schöner und potenziell sehr nützlich Ökonometrie-Kurs. Allerdings ist es schwer und erfordert viel Arbeit und Studium. Der Lehrer ist sehr gut in erklären, auch die schwierigsten Dinge, die in den Kurs enthalten sind. Problem-Sets helfen viel und Prüfung ist ziemlich ähnlich zu ihnen.",5,UZH,50377285,2.0,1.0,1549570356281,Empirical Methods (L+E),Empirical Methods,"Kurz gesagt, es ist ein schöner und potenziell sehr nützlich Ökonometrie-Kurs. Allerdings ist es schwer und erfordert viel Arbeit und Studium. Der Lehrer ist sehr gut in erklären, auch die schwierigsten Dinge, die in den Kurs enthalten sind. Problem-Sets helfen viel und Prüfung ist ziemlich ähnlich zu ihnen."
854,5c5cafa05112ef001c6bb3f8,"At the beginning I thought there was now way I could pass this, but a super fair exam helped me a lot :) problem sets are hard and require a lot of work, but that's how they prepare you for the exam. Definitely recommend","Am Anfang dachte ich, es gab jetzt eine Möglichkeit, dies zu bestehen, aber eine super faire Prüfung half mir sehr :) Problem-Sets sind hart und erfordern viel Arbeit, aber so bereiten sie Sie auf die Prüfung vor. Auf jeden Fall empfehlen",5,UZH,50377285,0.0,5.0,1549578282968,Empirical Methods (L+E),Empirical Methods,"Am Anfang dachte ich, es gab jetzt eine Möglichkeit, dies zu bestehen, aber eine super faire Prüfung half mir sehr :) Problem-Sets sind hart und erfordern viel Arbeit, aber so bereiten sie Sie auf die Prüfung vor. Auf jeden Fall empfehlen"
856,5c5d7d715112ef001c6c3d21,"Good professor and nice TAs are a good combination offered by this course. It requires you a lot of effort during the semester since the problem sets are long and complicated (sometimes).   The exam is fair and similar to the problem sets. Do not spend too much worrying about the cheatsheet, work a TON on the problem set and I am sure you will pass this module without any problem. ","Gute Professor und nette TAs sind eine gute Kombination von diesem Kurs angeboten. Es erfordert eine Menge Aufwand während des Semesters, da die Problemsätze sind lang und kompliziert (manchmal). Die Prüfung ist fair und ähnlich wie die Problemsätze. Geben Sie nicht zu viel Sorge um das Cheatsheet, arbeiten Sie eine TON auf dem Problem-Set und ich bin sicher, Sie werden dieses Modul ohne Probleme übergeben.",5,UZH,50377285,2.0,0.0,1549631092994,Empirical Methods (L+E),Empirical Methods,"Gute Professor und nette TAs sind eine gute Kombination von diesem Kurs angeboten. Es erfordert eine Menge Aufwand während des Semesters, da die Problemsätze sind lang und kompliziert (manchmal). Die Prüfung ist fair und ähnlich wie die Problemsätze. Geben Sie nicht zu viel Sorge um das Cheatsheet, arbeiten Sie eine TON auf dem Problem-Set und ich bin sicher, Sie werden dieses Modul ohne Probleme übergeben."
857,5c5d9feb130de6001c88c6bc,"Interesting, but lots of effort needed, the professor is not open minded and his lectures are pure monologue.","Interessant, aber viel Aufwand erforderlich, der Professor ist nicht aufgeschlossen und seine Vorträge sind reine Monolog.",1,UZH,50019334,0.0,0.0,1549639862738,Information Management (L+E),Information Management,"Interessant, aber viel Aufwand erforderlich, der Professor ist nicht aufgeschlossen und seine Vorträge sind reine Monolog."
859,5c60b152cb435d001cbb68c7,"Interesting topic, boring lecture","Interessantes Thema, langweilige Vorlesung",3,UZH,50847995,0.0,0.0,1549840749187,BCH 310 Biochemistry III,Biochemistry III,"Interessantes Thema, langweilige Vorlesung"
860,5c6146a6cb435d001cbbb34a,Top top top,"Oben oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben",5,UZH,50742524,0.0,0.0,1568195462622,BIO 111 Molecular and Classical Genetics,Molecular and Classical Genetics,"Oben oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben, oben"
861,5c61587885a740001c873f35, the most boring course!!!  better watch a video online ,der langweiligste Kurs!!! besser ein Video online ansehen,2,UZH,50450276,3.0,0.0,1549883665037,MAT 116 Programming in MatLab,Programming in MatLab,der langweiligste Kurs!!! besser ein Video online ansehen
862,5c627f959e7208001cfd1242,"Not the most interesting module, but: - easy credits compared to other ifi modules (was only in the exercise class) - not hard to pass the exam  If you just want easy credits: go for it If you want to learn something: skip it  ","Nicht das interessanteste Modul, aber: - einfache Credits im Vergleich zu anderen ifi-Modulen (war nur in der Übungsklasse) - nicht schwer, die Prüfung zu bestehen Wenn Sie nur einfache Credits wollen: gehen Sie dafür Wenn Sie etwas lernen wollen: überspringen",3,UZH,50840773,1.0,0.0,1549959790736,Computer Networks and Distributed Systems (L+E) (Kommunikationsnetze und Verteilte Systeme),Computer Networks and Distributed Systems,"Nicht das interessanteste Modul, aber: - einfache Credits im Vergleich zu anderen ifi-Modulen (war nur in der Übungsklasse) - nicht schwer, die Prüfung zu bestehen Wenn Sie nur einfache Credits wollen: gehen Sie dafür Wenn Sie etwas lernen wollen: überspringen"
863,5c63c2cb5a8536001c7f038a,This is an absolute nope!,Das ist ein absolutes Nein!,1,UZH,50840771,0.0,0.0,1550041828888,Software Construction (L+E) (Softwarekonstruktion),Software Construction,Das ist ein absolutes Nein!
864,5c63f824f56892001cbd453f,The guy is a fucking legend,Der Kerl ist eine verdammte Legende.,4,UZH,50800620,2.0,4.0,1550055493997,Money and Banking (L+E),Money and Banking,Der Kerl ist eine verdammte Legende.
865,5c642e0df56892001cbd905b,"Not the easiest course, but it was interesting and exam was fair!","Nicht der einfachste Kurs, aber es war interessant und die Prüfung war fair!",4,UZH,50377285,3.0,0.0,1550069302584,Empirical Methods (L+E),Empirical Methods,"Nicht der einfachste Kurs, aber es war interessant und die Prüfung war fair!"
866,5c642e45f56892001cbd907d,"It's the first time professor Weber teaches this class.  The exam was very fair and if you understood the exercises well, you will pass. In order to get a good grade, you need to do the readings.","Es ist das erste Mal, dass Professor Weber diese Klasse unterrichtet. Die Prüfung war sehr fair und wenn Sie die Übungen gut verstanden haben, werden Sie bestehen. Um eine gute Note zu bekommen, müssen Sie die Lesungen machen.",4,UZH,50368922,0.0,1.0,1562112890628,Advanced Microeconomics I (L+E),Advanced Microeconomics I,"Es ist das erste Mal, dass Professor Weber diese Klasse unterrichtet. Die Prüfung war sehr fair und wenn Sie die Übungen gut verstanden haben, werden Sie bestehen. Um eine gute Note zu bekommen, müssen Sie die Lesungen machen."
867,5c642e72f56892001cbd908c,"Course was interesting, exam was focused on a very narrow range of topics","Kurs war interessant, Prüfung wurde auf eine sehr enge Palette von Themen konzentriert",4,UZH,50790321,0.0,0.0,1550074822554,Advanced Corporate Finance I (L+E),Advanced Corporate Finance I,"Kurs war interessant, Prüfung wurde auf eine sehr enge Palette von Themen konzentriert"
868,5c66855975a143001cedb54a,very interesting exercise sessions Dr. Bastardoz is a great guy!,sehr interessante Trainingseinheiten Dr. Bastardoz ist ein toller Kerl!,5,UZH,50922405,0.0,0.0,1550222757743,HRM and Organizational Behavior (L+E),HRM and Organizational Behavior,sehr interessante Trainingseinheiten Dr. Bastardoz ist ein toller Kerl!
869,5c66df28708d8f001cd8db66,"Its quite hurry to finish the exam, but the lecturer is good enough in terms of well delivering the course content.","Seine ziemliche Eile, um die Prüfung zu beenden, aber der Dozent ist gut genug in Bezug auf die gute Bereitstellung der Kursinhalte.",4,UZH,50890221,0.0,1.0,1550245758617,Financial Instruments and Financial Institutions Accounting (L),Financial Instruments and Financial Institutions Accounting,"Seine ziemliche Eile, um die Prüfung zu beenden, aber der Dozent ist gut genug in Bezug auf die gute Bereitstellung der Kursinhalte."
870,5c66ea84708d8f001cd8e3bb,"Useful and important topic, but useless lecture.","Nützliches und wichtiges Thema, aber nutzlos Vortrag.",1,UZH,50821129,4.0,1.0,1561472941683,R - a non-technical introduction with applications to Marketing (L),R,"Nützliches und wichtiges Thema, aber nutzlos Vortrag."
871,5c6844d186f82c001c3f4717,Terrible lecture,Schrecklicher Vortrag,2,UZH,50411272,0.0,0.0,1550337258140,PHY 551 Quantum Field Theory I,Quantum Field Theory I,Schrecklicher Vortrag
872,5c68527e86f82c001c3f4dfa,"Very much to learn, very much to undersand alone, the final test is pretty difficult and the part of Sofia Gallo is bastard ","Sehr viel zu lernen, sehr viel zu untersand allein, ist der letzte Test ziemlich schwierig und der Teil von Sofia Gallo ist Bastard",2,UZH,50740659,4.0,0.0,1550340883789,"CHE 101 Fundamentals of Chemistry, Part 1","Fundamentals of Chemistry, Part 1","Sehr viel zu lernen, sehr viel zu untersand allein, ist der letzte Test ziemlich schwierig und der Teil von Sofia Gallo ist Bastard"
873,5c685fde86f82c001c3f5419,"Lecture is interesting and exam is easy. Assignments are a bit useless, but you can easily get good grates for them. BUT skip the exercise lessons, they are useless af","Vorlesung ist interessant und Prüfung ist einfach. Zuordnungen sind ein bisschen nutzlos, aber Sie können leicht gute Gitter für sie. ABER überspringen Sie die Übungsstunden, sie sind nutzlos af",4,UZH,50793298,3.0,3.0,1557166664827,People-Oriented Computing (L+E) (Mensch und Computer),People-Oriented Computing,"Vorlesung ist interessant und Prüfung ist einfach. Zuordnungen sind ein bisschen nutzlos, aber Sie können leicht gute Gitter für sie. ABER überspringen Sie die Übungsstunden, sie sind nutzlos af"
874,5c6867de86f82c001c3f57a0,"Overall a good course, but there should be more emphasis on teaching how to attack a problem. Many freshmen have next to no idea how to properly prepare for a university exam and often feel like the lecture has nothing to do with the homework assignments. ","Insgesamt ein guter Kurs, aber es sollte mehr Gewicht auf die Lehre, wie man ein Problem anzugreifen. Viele Neulinge haben neben keine Ahnung, wie man richtig auf eine Hochschulprüfung vorbereiten und oft das Gefühl, dass der Vortrag nichts mit den Hausaufgaben zu tun hat.",4,UZH,50791765,10.0,0.0,1550346448140,Informatik I (V+Ü) (Informatics I),Informatik I,"Insgesamt ein guter Kurs, aber es sollte mehr Gewicht auf die Lehre, wie man ein Problem anzugreifen. Viele Neulinge haben neben keine Ahnung, wie man richtig auf eine Hochschulprüfung vorbereiten und oft das Gefühl, dass der Vortrag nichts mit den Hausaufgaben zu tun hat."
875,5c692acc86f82c001c3f830d,"The knowledge you gain from this course is very useful and practical, very interactive course , nice prof., but when it comes to exam , you have to study a lot, exam was not difficult but I am not happy with the grading. Very unexpected grades! Ultimately It turned out very disappointing course to me .","Das Wissen, das Sie aus diesem Kurs gewinnen, ist sehr nützlich und praktisch, sehr interaktive Kurs, netter Profi., aber wenn es um die Prüfung geht, müssen Sie viel lernen, Prüfung war nicht schwierig, aber ich bin nicht glücklich mit der Einstufung. Sehr unerwartete Noten! Letztlich Es stellte sich heraus, sehr enttäuschend Kurs für mich.",3,UZH,50923210,1.0,1.0,1550396398063,People Management in Organizations (L),People Management in Organizations,"Das Wissen, das Sie aus diesem Kurs gewinnen, ist sehr nützlich und praktisch, sehr interaktive Kurs, netter Profi., aber wenn es um die Prüfung geht, müssen Sie viel lernen, Prüfung war nicht schwierig, aber ich bin nicht glücklich mit der Einstufung. Sehr unerwartete Noten! Letztlich Es stellte sich heraus, sehr enttäuschend Kurs für mich."
876,5c699ccc0f0ace001c3846fe,"Very interesting, fair exam","Sehr interessante, faire Prüfung",5,ETH,752-6002-00L,1.0,0.0,1627543159099,Advanced Topics in Nutritional Science,Advanced Topics in Nutritional Science,"Sehr interessante, faire Prüfung"
