,Unnamed: 0,_id,review,score,upvotes,downvotes,sum
8439,1797,5fdb198fa877170022777117,Sehr interessantes Thema und sehr enthusiastisch und studentisch orientiert Dozent. Die Dias sind aber ein Durcheinander; nehmen Sie gute Notizen!,4,0.0,0.0,0
141,141,5a6067c6e9399e001ac523fa,Alte Dozenten waren gut,3,2.0,4.0,0
2311,2311,5c5199c3ccaaf5001c0ba013,"guets fach fürs logische denke.. alti prüfige dürelöse und üebige mache. mit de folie hani praktisch ned glehrt. immer drablibe, denn ischs voll machbar. ",5,1.0,4.0,0
4907,4907,5f2e5fcbf3a7f40022a56c39,Gute Weiterentwicklung in GIS-Kenntissen.. Gute Übungen auch und das Semesterprojekt ist interessant indem es genügend Freiheiten bietet.,5,0.0,0.0,0
5776,5776,614f478bf8fc2e00211bd752,Für nur zwei Credits war es meiner Meinung nach zu viel Stoff. Die Dozentin Kathrin Fenner konnte die Lerninhalte verständlich vermitteln. Leider musste man sehr viele Formeln für die Prüfung auswendig können. ,4,0.0,0.0,0
2040,2040,5c40555ecaa3e7001c6bfe48,"Einiges an Aufwand, aber sehr gerecht und interessant.",5,3.0,2.0,1
9288,2646,62a8b1c388252500218101ec,Schmutz Modul.,1,0.0,0.0,0
7100,458,5b98babe5fde3b001a5ca2a1,steuerpflichtiger prof steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger steuerpflichtiger,5,2.0,1.0,1
4520,4520,5e656464a8f87900226ec345,Eher viel Aufwand und alles in Einzelarbeit,3,0.0,0.0,0
2305,2305,5c514656ccaaf5001c0b2750,"Des grauens zum lernen, prüfung nicht einfach Jedoch spannendes und lehrreiches modul für den rest vom studium",4,0.0,0.0,0
7313,671,5c43072e6ebd2f001c2c8630,"Interessanter Kurs, aber wahrscheinlich ist der Teil des IS zu wenig.",4,0.0,0.0,0
6815,173,5a6de989e5f761001a0fe189,"Ziemlich einfaches Thema, sehr nett und unterstützende Dozentin",5,0.0,0.0,0
4117,4117,5e1bad2bc3ff0e001e3641ad,Sehr interesantes Fach und auch gut erklärt. Die Übungsserien sind aber relativ aufwändig. Das selbe gilt auch für den Prüfungskatalog mit Beispielaufgaben,5,0.0,0.0,0
7681,1039,5d0b40ab18d258001cadd121,"Super harte Prüfung, 48 Fragen in nur 1 Stunde. Sie haben nur anderthalb Minuten zu jeder Frage, die nicht immer leicht zu verstehen sind. Die Professoren erklären nicht ganz die Dinge, sie reden nur über Geschichte und Experimente.",1,2.0,2.0,0
8350,1708,5f301025eeead10022739265,"müssen viele Dias für die Prüfung auswendig lernen, aber der Kurs selbst ist interessant",4,1.0,0.0,1
3613,3613,5d2b10bd78e8cd001cf90279,"Spannende Vorlesung, Prüfung etwas kleinkariert aber bestehbar.",4,0.0,0.0,0
3450,3450,5d1a59c120ec37001cbeaa37,"zwar interessantes fach, vorlesung aber etwas enttäuschend, dozentin wirkt nur begrenzt kompetent, zumindest in gewissen bereichen. würde es jedoch trotzdem wieder nehmen",3,3.0,0.0,1
7348,706,5c481b8fd5cd47001cbd93c6,mal war andereres,5,1.0,0.0,1
99,99,5a5f517ebe6796001a9da8dc,Im Nachhinein die spannendste Humangeo Vorlesung!,4,0.0,0.0,0
4182,4182,5e209b533a26680022853411,"Milic ist mega sympathisch, aber in Vorlesung muss man nicht gehen. Einfach gut lernen Folien und die Literatur hilft zum Verständnis!",5,1.0,0.0,1
5501,5501,60b9eb53559b02002287d529,Prüfung ist zwar stupides auswendiglernen und es wird kein generelles Verständnis der Materie belohnt sondern die genaue Definition und das auflisten des 10 positiven Merkmals. Aber nichtsdestotrotz so einfach 6 Punkte zu ergattern gibts sonst fast nicht. Punkte für 180h mit 32h vorlesung 😍😍. Es ist auch um einiges besser als BWL 1. ,5,0.0,0.0,0
5398,5398,603ddb7ccd022e002253be6e,Übertrieben langweilig. Stoff und Prof zum einschlafen. Lerneffekt ~ 0 ,1,0.0,0.0,0
7979,1337,5e146210414007001e4f5398,MESS,1,7.0,1.0,1
2881,2881,5cea6083e0df59001c722aa9,"wirklich ein gutes seminar, fühle mich super vorbereitet auf die bachelorarbeit.",5,0.0,0.0,0
3923,3923,5df38721a5e71a001e48a299,"Der Professor bringt den Stoff sehr spannend rüber und ist motivierend, ich hätte gerne noch mehr zum Thema erfahren daher fand ich ein halbes Semester fast zu kurz",4,0.0,0.0,0
6893,251,5a90529dec5548001a7e619e,war ziemlich lustig ehrlich,5,1.0,0.0,1
820,820,5a8f4a4a3a7bb7001a503d4c,"Prüfung hart, Thema spannend. Als Tipp empfehle ich die Folien vom Prof einfach auswendig lernen. Jede. Einzelne. Folie.",4,6.0,4.0,1
5278,5278,601c339285785100227ac1c5,Definitiv das schlimmste Modul im ersten Semester. Chemie hat immer zu meinen Lieblings- und besten Fächern gezählt. Das ist auf jeden Fall nach diesem Modul nicht mehr so.  Habe das Modul nur durch mein Vorwissen aus dem Schwerpunktfach überlebt. Sie setzt ein viel zu hohes Niveau voraus und geht die Themen viel zu schnell durch. Die Prüfung war einfach irgendwas. Nicht zu vergleichen mit den Übungen und zu viel um es in der vorgegebenen Zeit zu lösen. ,1,0.0,0.0,0
2610,2610,5c6ac3b922bbc9001c0373e2,"Riesen Fan. Hat Spass gemacht. Beide Dozenten und die Monika Hediger waren super lieb und hilfreich. Habe mich richtig ""gepackt"" gefühlt.  Struktur super, am ende zwar eine kleine reihenfolgen-wechslung aber ohne probleme. Vorallem alles tatsächlich WICHTIGE grundlagen.  Prüfung ist sehr fair, Probeprüfungen helfen super. Seid bei den Zwischenprüfungen schon gut dabei und ihr spart euch viel Stress und Gelerne in der Prüfungsphase. Super super super.",5,7.0,0.0,1
1792,1792,5c1e643ead071e001c2c26ea,Ganz schwacher Dozent. Sitzt da und liest völlig demotiviert alles von einem Blatt ab. Schade für das spannende Thema...,1,0.0,0.0,0
2169,2169,5c4876acd5cd47001cbe0bbc,"Der Unterricht ist spannend und für gewisse Blockkurse muss man das Modul besucht haben. Die Vorlesungen sind nicht sehr detailliert, die Prüfung jedoch schon. Dabei werden aber nicht Details zu den Prinzipien gefragt, sondern unwichtige Kleinigkeiten wie Namen von Personen, die gewisse Methodiken gefunden haben oder über gewisse Viren (die nicht im Detail besprochen wurden). Dadurch wiederspiegelt die Note nicht wirklich dem Fachwissen in diesem Bereich und blosses Auswendiglernen wird gefördert und nicht das Verständnis der Materie.",2,15.0,0.0,1
584,584,5a7226c94e1662001ab338e3,"Der Prof. ist motiviert und die Vorlesungen sind ok. Die Gastvorträge sind interessant.  Halt typisches BWL Fach, es geht nur ums Auswendiglernen der einzelnen Stichworte, die man dann in der Prüfung schön brav auflisten muss... Das einzig Schwierige an dem Fach ist, sich zum Lernen zu motivieren, obwohl man später mit dem Wissen, das an der Prüfung abgefragt wird, kaum Wert schöpfen kann.  Inhaltlich lernt man natürlich schon auch was fürs Leben, aber für die 3 Sachen kann man auch zuhause nebenbei ein Buch lesen und fertig.  Zum Glück muss man in BWL Fächern nicht so viel können, um zu bestehen.  ",2,4.0,1.0,1
8881,2239,614c6b3061592d00219c317a,Absolute Cringe,1,0.0,0.0,0
4424,4424,5e46a8bf7e2f780022c9c82a,👏🏼Löset 👏🏼die👏🏼 alte👏🏼 Prüefige👏🏼 und👏🏼 alli 👏🏼Üebigsaufgabe 👏🏼hundert 👏🏼mal👏🏼 düre 👏🏼,4,2.0,0.0,1
1525,1525,5b99e5d73e04df001ac52a35,Aufwand: hoch Besteht dafür fast zu 100%. Und sehr interessante Philomedizinische Themen werden behandelt. ,4,1.0,0.0,1
895,895,5ab8fe40a59fb6001a7e14f2,"Neuer Übungsleiter und die Prüfung wurde geändert. Früher konnte man mit lernen der Probeprüfung leicht einen 6er schreiben, jetzt muss man extrem viel Details wissen und der Übungsleiter nervt 6x während der Prüfung, weil er unfähig war sie ohne Fehler zu erstellen... ",1,1.0,0.0,1
647,647,5a78d7de03b9b4001a849499,"Grundsätzlich ok, Themen fand ich noch interessant.  Wer ableiten kann ist klar im Vorteil. Vorlesungsbesuch gut, wenn es einen interessiert, ansonsten auch ohne machbar. Prüfung soll offenbar immer noch gleich sein, wie früher, als es noch 4.5 ECTS gab, also eher frech. Ansonsten ist die Prüfung auch ohne das Theoriewissen(für die SC-Fragen) und mit vergleichsweise wenig Aufwand gut machbar.  ",4,2.0,1.0,1
3985,3985,5dfb79470d3cd6001e6384d2,Ziemlich aufwändig aber im grossen und ganzen ok bewertet und benotet. ,4,0.0,0.0,0
6538,6538,62cfb6776dbf1e00218e07b6,"Eher 6 Credits von Aufwand. Wenn mans gerne macht ist es auch in Ordnung, aber es ist jetzt nicht das anspruchsvollste Seminar, wahrscheinlich aber das Zeitintensivste.",2,0.0,0.0,0
1919,1919,5c360dad0d6b09001caa71c6,"Inhalt: Interessant Übungen: Fair und einfach und nützlich Involving Activities: Geil und nützlich, bisschen anspruchsvoll falls man excel nicht so versteht  Prüfung: Fair, wenn man lernt locker gute note",5,3.0,0.0,1
454,454,5a69ddc61053f0001a851d77,Brutal. Bim Lab Manz zum Norman und Renier. Beste dete 👌,5,1.0,0.0,1
254,254,5a6210b1f92ac7001a6ebd51,Unübersichtlich,2,0.0,0.0,0
7564,922,5cd40de1bec757001c66798c,"Es hängt wirklich davon ab, wer Ihre Essays bewertet, in welcher Stimmung sie sind und wie viele andere Essays sie bereits korrigiert haben. Ihre Essay-Kommentare sind oft sehr hart und unprofessionell. Ich kenne zahlreiche Menschen, die ihre Essays an einen Englischlehrer zu beweisen, gelesen und immer noch geschafft, unter 11 Punkte zu erhalten.",1,6.0,0.0,1
1120,1120,5b237d5df83426001adab26d,Sehr viel und SEHR unstrukturierter Stoff  aber gute Vorlesung ,3,0.0,0.0,0
9163,2521,62071118e007af002199aee8,Viel Arbeit für 6 Ects,3,0.0,0.0,0
1131,1131,5b24ca151c20fc001aa0dce2,- unsympathischster Professor  - extrem viel Aufwand zum lernen - extrem viel Aufwand für 3 Punkte + wichtiges Thema  + gute Folien  + Er deckt das Thema gut ab und gibt guten Einblick,3,8.0,1.0,1
8697,2055,60b2bcc82d50d900226dbb0f,Wählen Sie zuerst Ihren Peer und Ihr bevorzugtes Thema. Sie müssen mindestens 100 Referenzen suchen und mindestens 50 davon verwenden. 8-seitigen Bericht plus ein 30-Minuten-Vor-und 12-Minuten-Q&A am Ende.,3,1.0,0.0,1
3216,3216,5d0ca746a2f002001c668fe8,"Wettstein konnte gut erklären. Frau vinzenz totale Katastrophe! Sehr schlecht in Erklären und teils auch unhöflich. Leider fehlten Tutorate um den Stoff besser zu verstehen. Die Übungen halfen nicht sehr.  Typisches Pflichtfach, man muss es machen und ist froh wenns vorbei ist!!  ",3,0.0,0.0,0
8589,1947,602134b1c44b79002229086f,"Nutzlos. Inhalt der Bachelor-Niveau-Statistik. Nach der Frage, ob die Messtheorie in diesem Kurs abgedeckt ist, lachte DK einfach. + Vortrag über den ganzen Ort, keine Struktur überhaupt. Haltung ""es ist nur Econ-Kurs, man lernt sowieso nicht viel""",1,0.0,0.0,0
3539,3539,5d1f0c396cf972001c80e466,"Ich bin dankbar, dass ich Deutsch als Muttersprache habe. Als Tessiner zb. ist man komplett aufgeschmiessen. Mutscheler verwendet nur schon für deutschsprachige Studenten ein anspruchsvolles Deutsch. Zusätzlich gibt es keine Powerpoint zu der Vorlesung und man muss sich mit dem schlechten Skript abfinden. ",1,11.0,1.0,1
1078,1078,5b202d56f4c683001a6a8f76,7 Wochen für wenig Stoff und mittelmässige Praktika - Lerneffekt eher gering,2,1.0,2.0,0
5008,5008,5fa7dcc2757c5f0022321560,"Der grösste Müll, der mir in meinem gesamten Studium jemals begegnet ist. Von der Qualität her absolut erbärmlich und einer Universität nicht würdig. Sinnbefreite Aufgabenstellungen, komplette Intransparenz bei der Bewertung, Tüpflische*sserei bei der Formatierung, sowie trotz Corona benotete Präsenzpflicht vor Ort, in meiner Übungsgruppe war ich einer von wenigen mit Maske, kann mich nicht erinnern, dass je ein Zertifikat geprüft wurde. Die praktischen Aufgaben wirken wie willkürlich ausgedacht, und es gibt KEIN feedback, wie gut man in den praktischen Arbeiten oder den Online-Tests abgeschnitten hat, oder was man spezifisch falsch gemacht hat und beim nächsten Mal besser machen muss. Jedes andere Fach mit benoteten Aufgaben schafft es, während des Semesters zeitnah Feedback zu erteilen, in diesem Modul wird man darauf vertröstet, dass die Erteilung des Feedback nach Abschluss des Kurses durch das Dekanat erfolgt. Lerneffekt dadurch nahezu Null, ziemliche Zeitverschwendung.",1,0.0,0.0,0
4146,4146,5e1e3219093478002274bc89,"Spannende Vorlesung, Prüfung allerdings unerwartet sehr schwer (starker Zeitdruck und viel zu aufwendige Case Study). Die Präsentation rettet einen.",3,1.0,0.0,1
7928,1286,5ddea61503c5f2001c46b9be,Gutes Seminar!!! Gute Teamarbeit und nettes Gelingen!,5,1.0,0.0,1
5720,5720,610255d5c91c760022e65937,"Gut strukturiert, nette Dozenten",5,0.0,0.0,0
3540,3540,5d1f128d6cf972001c80f4bd,"Zerbe gab sich sehr viel Mühe, dass im 1. Jahr noch nicht alles perfekt ist, lässt sich verkraften.",4,16.0,0.0,1
7051,409,5b4609292ca6cb001a503f18,Gschenkti-Gutschriften,3,2.0,29.0,0
1646,1646,5be4149f14aab6001b10a7e7,Eine der interessantesten VL im BF!,4,4.0,2.0,1
2179,2179,5c48aacaaaf8a6001c76c557,"Leider die schlimmste Vorlesung bislang. Folien ohne einen  roten Faden. Professor hält keinen Augenkontakt. Und sehr unfaire Prüfung, fragte zu Themen wo er selbst erst nachschauen musste, nach lateinischen Klammerbegriffen etc. Professor ist bemüht aber das wars auch schon.",1,2.0,2.0,0
2779,2779,5caa9d4debc77e001cb0e2bc,"Richtiges drecksfach unglaublich, abschaffen anzeigen, schande dass sich sowas an der uni angeboten wird",1,14.0,1.0,1
74,74,5a5f1b20be6796001a9d925c,"Toller Professor, Spannendes Thema. Allerdings ist Pflichtlektüre hier ein Muss und Prüfung eher anspruchsvoll",3,6.0,1.0,1
6277,6277,62954b359ce92d002151d718,"Die Prüfung war schwierig, die Vorlesungen ein Desaster (Prof stand nur vorne und rechnete und wir schrieben alles ab. Didaktisch sehr schlecht). Von den Folien muss man gar nicht anfangen, die waren ein absolutes Chaos. Kein Rechenweg, wirr… das schlechteste Modul meines Bachelors, tut mir leid. ",1,0.0,0.0,0
8313,1671,5f05e406b824250022a5dbf4,Interessanter Kurs. Aber der größte Teil der Vorlesung und Übungen ist zu theoretisch und zeigt sich nicht in der Prüfung. Mock-Prüfung war sehr einfach und die Schwierigkeit der Prüfung war sehr hoch.,3,0.0,0.0,0
4007,4007,5dfceb697755ba001e28fe72,"Super motivierte Prof wo es trochnigs fach spannend überebringt! Üebige sind sehr eifach für die wo scho mal buechhaltig gha hend, gönnd am beste ersch nach ca 6 wuche id üebige.. han als vorbereitig en tag vorher d probeprüefig agfange löse.. tipp: fönd früener ah, es sind viel froge 😅 ich persönlich ha de aber dprüefig eifacher gfunde als d‘ musterprüefig :)",5,3.0,0.0,1
1419,1419,5b51f6f7829dc9001a80f149,Guter Dozent,4,4.0,1.0,1
5985,5985,61eec52c1617d700213e3a44,Absolut top auch die Lounge nachher.,5,0.0,0.0,0
5160,5160,6002017695d4dd00222adf3d,"Der 1. Teil dieser Vorlesung ist super, die Slides schön und die Themen spannend.   Jedoch wird der 2. Teil unverständlich erklärt und die Slides haben keinen roten Faden (einfach irgendetwas reinkopiert).    Ohne den 2. Teil wären es 5 Sterne. ",3,0.0,0.0,0
5063,5063,5fdb53a7a8771700227785d4,"Isch honestly es mega spannends Fach. Am Anfang isch me scho chli confused und me weiss ned so genau was sie genau sege wet, aber im Verlauf macht's immer meh Sinn und ich find's es sinnvolls Fach au fürs Studium allgemein. Prüefig het zwar chli Ziitdruck ge, aber sie isch recht fair gsi, kei unnötig gemeini Frage oder so. Tipps: Pflichlektüre spilt bi de Prüefig chume e rolle (me schaffts guet ohni) aber wemmer epis ned checkt het, lohnt es sich zum nachlese. S gsprochene Wort isch bi ihre am wichtigste.",5,0.0,0.0,0
6518,6518,62cc97a2fbcd3f0021e8cc5e,"Modul an sich ist spannend, mal was anderes. Aber hat wenig bis gar nichts mit Biomedizin zu tun. Die Prüfung eine Katastrophe, ich habe echt viel gelernt, auch sehr viel verstanden, doch die Prüfung ist so schwierig geschrieben, gleicht einem Leseverstehen auf Deutsch und Englisch. Sie prüfen nicht, was man alles weiss, sondern sie prüfen wie genau man lesen kann. Sie stellen einem Fallen, die unnötig sind und einer Schikane gleicht. ",1,0.0,0.0,0
7538,896,5c9a5882c2fdff001c46ae86,Du lernst nicht viel Übungsarbeit,3,0.0,0.0,0
1181,1181,5b2a53f5eeda99001a4a74d2,"Vorlesung sehr interessant.   Prüfung wirklich nicht gut. Komische Sätze und oft kleine Wörter, die die ganze Aussage in Frage stellen.   Überprüft nicht das Wissen!",4,13.0,1.0,1
5889,5889,61d87c2e92f0be00215e3058,Augen zu und durch,1,0.0,0.0,0
771,771,5a86dfc7ae1a7f001a7c93ce,Bruno Lezzi ist ne Legende,5,1.0,0.0,1
3497,3497,5d1c5f0f8a3f6d001ca30e6a,"Sehr kompetente Dozenten. Kann mich bezüglich Stoff und Aufwand aber nur den anderen Kommentaren anschliessen. Sobald man den Überblick bekommen hat, versteht man das Leben besser - zumindest bis man alles wieder vergessen hat.",5,8.0,0.0,1
1848,1848,5c2e20050d24df001c942543,"Spannende VL, faire Prüfung, unterhaltsamer Professor. Als Einführung in die Unternehmensführung super.  Tipp: Podcast auf 1.5x geben, noch immer leicht verständlich und Zeit gespart.",5,2.0,2.0,0
3320,3320,5d12995bf319ef001c7a45bf,Kann Vorlesung mit reichlich eigenen Anekdoten anreichern. Geschmackssache.,5,1.0,1.0,0
2636,2636,5c6c0b914da451001c794669,"Lohnt sich, sich vorzubereiten, um etwas zu verstehen. Aber dauert zu lang",2,0.0,0.0,0
1085,1085,5b211b0ef4c683001a6aed27,Eifach öpis!,1,3.0,0.0,1
1446,1446,5b5ed0a8fce4b7001a7485cf,"sehr viel stoff, unbedingt auf uniboard alte prüfungsfragen anschauen. war nie in der vorlesung aber fast alle fragen waren ähnlich. mit den fragen kann man abschätzen was einem erwartet. good luck!",3,2.0,0.0,1
491,491,5a6bac3cc18d85001a7d70e4,Georg 💕,5,6.0,1.0,1
3417,3417,5d17e9d1996aef001ce06934,"Teil vom Coric voll spannend und interessant. Bei der Prüfung auch voll fair. Bei Alberto kann man auch viel lerne, an der Prüfung kommt sowieso irgend etwas... ",2,1.0,0.0,1
9024,2382,61ea97b87cd6e20021dc585b,"Wirklich schlecht. Der einzige Grund, warum Sie den Kurs nehmen wollen, ist, von Deloitte eingestellt zu werden. Erwarten Sie nicht, etwas zu lernen.",1,0.0,0.0,0
717,717,5a7fe6416d91ee001aaf24aa,"Prüfung wtf, Übungslösungen bis zu 3 mal überarbeitet, grundsätzlich spannende aber auch komplexe Thematik",2,0.0,0.0,0
719,719,5a8036cf6d91ee001aaf2c49,Die Übungsstunden sind lausig organisiert. Allgemein scheint es den Dozenten an Motovation zu fehlen den Unterricht zu Gestalten. Gallo scheint sich vielerorts nicht mal rochtig vorbereitet zu haben. Liest nur die notizen von sigel runter. ,1,1.0,0.0,1
7016,374,5b353cf152a310001aac0212,Tolles Modul!,5,1.0,0.0,1
1750,1750,5c18ae6065b1ae001b989307,mühsam,1,7.0,0.0,1
6985,343,5b257a67fa9409001a490b40,"ein stern, weil ich nicht weniger geben kann. ich würde diesen kurs nicht empfehlen. die vorträge sind schwer zu folgen und stumpf. die prüfung selbst ist fast unmöglich zu nehmen und noch schwieriger, sich darauf vorzubereiten. folien sind 99% theorie und regressionsmodelle, aber die prüfung ist 99% berechnung.",1,0.0,1.0,0
5679,5679,60ed37f7f5228f00220f6d40,"Zwar isch die neui Dozentin viel lieber und aagnehmer als d' Frau König was d'Vorlesige und de Stoff betrifft, ihri Prüefigsfrage sind aber mindistens gliich bös gsi, und den au no uf Englisch",3,0.0,0.0,0
2578,2578,5c6a92700f0ace001c394f37,Geschenkte etcs aber sehr langweiliger Kurs... Man braucht für dieses Modul auf jeden Fall schon etwas Erfahrung im Programmieren,2,4.0,0.0,1
4860,4860,5f08de42e305230022c5f06d,"Interessant, aber unklare Anforderungen bei Leistungsnachweisen.",3,0.0,0.0,0
2167,2167,5c485b7dd5cd47001cbdead8,"Spannendes Fach, top organisiert. Einfacher Stoff, aber Prüfung wird durch unnötigen Zeitdruck wie so oft künstlich erschwert. Ausserdem viele ""objektive"" Meinungsfragen an der Prüfung mit meiner Meinung nach wenig Lerneffekt und fragwürdiger Bewertungsmethodik. ",3,3.0,1.0,1
612,612,5a7497466300a8001a2d1924,Übertriebene Prüfung (Fremd vom Vorlesungsstoff),3,9.0,1.0,1
3341,3341,5d136360994651001c034655,"Das am besten organisierte Modul im Assessment. Gute Dozentin, gute Tutoren und machbarer Stoff. ",5,3.0,1.0,1
7975,1333,5e0e8c07ff3493001e747bcc,"Guter Professor, schwacher TA, Weg zum Dificult Assassinment und Midterm, besonders wenn man nicht einmal verstehen kann, was tatsächlich gefragt wird",1,8.0,0.0,1
4539,4539,5e875b5445ba890022fb9343,übungen und quizes sind mit ressourcen nicht beantwortbar,1,2.0,1.0,1
6360,6360,62acd916b2f11e002143b685,"Ich fand die Vorlesung eigentlich spannend, einfach weil mich das Gebiet interessiert. War nicht immer gut organisiert, habe aber schon wesentlich schlimmeres erlebt. Für die Prüfung wurde es dann knapp und ich habe vorallem das mit den Röhrchen (wo leben die Organismen) angeschaut, darüber kamen sicher 6-8 Fragen. Erfinder sowieso auswendig lernen, Gratispunkte. ",3,0.0,0.0,0
18,18,5a5e4d67669270001a255ac1,"würg, reines auswendiglernfach, prüfung voll mit detailfragen und richtig schlechter dozent der nicht mal die Hälfte von dem was an der prüfung kommt bespricht, einfach skript lesen reicht aber auch nur knapo denn man musste auch noch gastvorträge detailliert kennen und zuletzt noch 5 kack langweilige papers gelesen haben zu denen auch detailfragen kommen, schlechtestes fach im banking Studium (ev. on par with AP) ",1,1.0,0.0,1
2703,2703,5c78ef960e3437001c5e5af7,"Spannende Vorlesungen, gute Folien. Die Übungen waren gut, PÜ3 über die Bodentypen allerdings etwas aufwendig. Einzig die Gastreferate am Ende des Semesters hätte man spannender gestalten können.",4,0.0,0.0,0
942,942,5afbd5fbd2276e001ad4d611,"Vorlesung naja, Übungsleiter schlicht weg eine Katastrophe!!",1,0.0,0.0,0
2141,2141,5c470fcceacac4001cb0bfde,"Sehr monotoner Dozent, die Vorträge selbst gehen jedoch nur immer 15-20 Minuten, danach werden nur noch Aufgaben gelöst. Die diesjährige Hausaufgabe war schwierig, die Prüfungsfragen dazu jedoch eher einfach zu beantworten. Ich hatte nicht mit gar so vielen Theoriefragen gerechnet, diese wären jedoch auch einfach zu beantworten gewesen, hätte man sich das ganze nur schon kurz angesehen.  Insgesamt ein einfach zu bestehendes Modul, auch mit relativ wenig Aufwand.",4,1.0,0.0,1
3212,3212,5d0ca55fa2f002001c668d4e,"Spannend. Hirnareale sind wichtig für die Prüfung, unbedingt alte Prüfungen anschauen, dann ist die Prüfung gut lösbar!",4,0.0,0.0,0
7438,796,5c59b544896c29001c11aaef,"Der gesamte Kurs bestand aus Präsentationen. Normalerweise waren die Präsentationen wirklich langweilig und man lernt nur den Teil kennen, über den man die Präsentation macht. Auch woth zwei Präsentationen und ein Gruppenprojekt dauert es zu viel Zeit für die Credits, die man bekommt.",2,0.0,0.0,0
5598,5598,60d90861275c21002223b991,"Professor top, Prüfung nicht ohne, mit dem x-fachen Lösen der alten Prüfungen aber machbar",5,0.0,0.0,0
4469,4469,5e5366655327220022ba9fb2,"Äussert schade, dass Hengartner nicht mehr doziert.",5,0.0,0.0,0
688,688,5a7c5dded0f7e3001a252301,"Die Prüfung wurde x-Mal unterbrochen und das Niveau der Prüfung war um einiges schwieriger als die Probeprüfung. Der Übungsleiter wirkte währen den Übungen, sowie auch während der Prüfung, unvorbereitet und nicht gewillt den Studenten etwas beizubringen. Ebenfalls konnte er nicht einsehen, dass die Prüfung durch die vielen Fehler und Missverständnissen nicht wirklich fair zu lösen war. Die Noten sind selbst nach sieben Wochen nicht online. Auf Nachfragen im Forum, wann die Noten online sein werden, wird nur schleppend reagiert. Der Vorlesungsinhalt wäre grundsätzlich interessant, jedoch etwas trocken. Prof. Natter trägt den Stoff motiviert vor und ist wohl das einzig positive an dieser Veranstaltung. Alles in Allem war dies meine bisher schlechteste Vorlesung im Bachelor...",1,2.0,1.0,1
1920,1920,5c3617fc0d6b09001caa895e,Faire Prüfung!,3,0.0,10.0,0
8735,2093,60c84edd79d43c00220abc06,"Die Lucture mit Damian Kozbur war eigentlich wirklich gut! Es war eine gute Wiederholung der Sachen, die wir bereits im Junggesellen. Manchmal ging er ein bisschen tiefer, zeigte sogar ein paar Beweise. Ich fand es sehr nützlich, ein tieferes Verständnis von diskreten und kontinuierlichen RV, cdfs und pdfs. Die Übungssitzungen waren ein bisschen anspruchsvoll, aber die TA war hervorragend! Die Prüfung war sehr fair und es ist einfach, eine sehr gute Note zu bekommen. Die Übungen und Beweise waren nicht Teil der Prüfung !!!",5,0.0,0.0,0
7742,1100,5d1bc4eb139930001c213687,Studienstudie,3,0.0,0.0,0
530,530,5a6f30d3b481f3001aa7ec31,"Schnelles und gezieltes Lernen der wichtigsten grammatikalischen Themen. Das Tempo ist allerdings sehr schnell, besonders das parallele Lernen des Vokabulars wird daher eher schwierig zu bewältigen. ",5,0.0,1.0,0
6465,6465,62bd711fc4f7bb0021e99e3e,Das Seminar war gut zum Leute kennenlernen aber den Inhalt kann man sich auch selbst erarbeiten. Finde es auch übertrieben dass man ab einer Absenz das Seminar nicht besteht (zumindest war es bei uns so). ,1,0.0,0.0,0
4556,4556,5eb83c40d73dad0022421c2e,"Ich find de Luchsi super. Er isch immer motiviert, git sich Müeh bi de Erklärige und de Stoffumfang isch für 6 Credits würki nöd so viel. Willmer alti Prüefige zur Verfüegig het, chammer au abschetze, wo mer sin Fokus setze söll bim Lerne. Alles ih allem hanich Mathe im erste Jahr bis jetzt recht cool gfunde :)",5,0.0,0.0,0
4893,4893,5f21427984a6ec00222b101a,"Solange man alle Übungen löst, in die Vorlesungen geht und diese Zusammenfasst besteht man das Modul sicherlich.",5,0.0,0.0,0
8462,1820,5fe31aac1a89b90022d9361e,"Der Kursinhalt war ziemlich interessant, und sowohl der Professor und die Assistentin waren hervorragend. Allerdings war die Prüfung eine echte Schande, Fragen Dinge, die wir nicht einmal in der Vorlesung oder Übung Sitzungen erwähnt. Ich kann nicht sehen, den Punkt bei der Durchführung von Prüfungen wie diese, aber ich schätze, das ist UZH Stil",2,0.0,0.0,0
