,_id,review,score,upvotes,downvotes,sum
2494,620250adfa8b3b00213280c9,"Wichtiger und guter Statistik-Kurs. Übungen sind anspruchsvoll, aber man lernt viel und wichtiges Zeug. Ich habe meist nur die mitgelieferten Dias und das Buch. Die Prüfung wirklich getestet, wenn Sie die Konzepte klar verstehen.",5,0.0,0.0,0
371,5a663c316e7c4f001abb9fef,"Geschenkt, aber nicht sehr spannend",4,0.0,0.0,0
1900,5c35291193ac7c001ca2819b,"Interessante themen, aber kein roter faden und entweder extrem viel zum lernen oder zu oberflächlich. Vorlesungen kommen auf den Prof an, von vielen ziemlich enttäuscht. Hoffe, sie verbessern das noch denn eig wichtiges fach!!",2,1.0,0.0,1
6357,62acc327b2f11e002143b368,Der böse Owen,2,0.0,0.0,0
6210,622f43832726f70021473511,"Genug für die Prüfung lernen. Dann kriegt man auch eine gute Note. Habe den Fehler gemacht, allerdings habe ich knapp bestanden (4.25). Fach ist empfehlenswert. Negativ, wenn man einmal vergisst ein Quiz zu lösen, dann hat man gar keinen Zugang zu den Lösungen von dem Quiz.",4,0.0,0.0,0
5437,6061ce17b6883c0022c4b586,"Unnötig die Vorlesung zu besuchen. Die Semesterarbeit zu machen reicht, einfacher kann man 3 ECTS nicht bekommen. ",4,0.0,0.0,0
1889,5c34c654720638001c882757,Dotenzentin behandelt Studenten nicht wie Studenten  sondern wie primarschüler. Prüfung stressig aber machbar. Ohne vl besuchen und Lektüre lesen liegt eine gute note drin. Aufwand nicht zu gross,4,2.0,7.0,0
1122,5d20260d6cf972001c81ed11,Organisation im schlimmsten Fall,1,2.0,0.0,1
5514,60c0d222e85f080022859a5e,"Absolut mies. Schlecht bis gar nöd erklärt, man muss alles uf youtube nahluege. 7/8 het die erst wuche mitgmacht und denn kei vorlesig meh ahgluegt. Üebige viel zu schwer",1,0.0,0.0,0
2823,5cd1a8426c61c2001cc5d80d,Super interessanti Vorlesige mit mega liebem Prof. Mit chli Lernufwand guet machbar :) ,5,1.0,0.0,1
2755,5c99eae2069277001c8bd785,"Schwieriges Grundlagenfach, gibt dafür aber auch 9ects...",4,0.0,0.0,0
6137,6202916476176f0021de670e,"Leider ist dieses Fach im Masterstudium Pflicht. Ich würde es keinem empfehlen,der es nicht machen muss…es hat wirklich rein gar nichts mit BWL zu tun. Der 1. Teil ist ganz ok, super Professor und er ist wirklich daran interessiert, uns das Thema näher zu bringen. Der 2. Teil (und insbesondere die Übungen) sind der Horror. Hat einfach nichts im BWL-Studium zu suchen. Viel zu kompliziert, hochstehende Mathematik und man ist bei den Übungen nur komplizierte Sachen am ableiten. Die Prüfung war fair, muss ich zugeben, jedoch ist diese Vorlesung wirklich nicht empfehlenswert.",1,0.0,0.0,0
1998,5c3de7cad5b710001c167526,"Ein gutes Modul, um erste Erfahrungen im Labor zu sammeln.",5,0.0,0.0,0
669,5a7adfce8c0f1b001a2f76fc,Prüfung ist viel zu schwer und nicht vergleichbar mit den Übungsblättern! ,1,5.0,0.0,2
1223,5d80a190af4767001ce44cd9,"Sie können so viel von diesem Seminar lernen, aber Arbeitsbelastung ist viel",5,0.0,0.0,0
6336,62a79daaf4cfca0021daab58,Inhaltlich interessant und es gibt viel Stoff zum Lernen. Die Prüfung war aber gefühlt deutlich schwerer als die letzten Jahre…,3,0.0,0.0,0
3007,5cfe00feb9e9b9001c5c0889,"Für Biomediziner total unnötig. Langweilig bis zum geht nicht mehr mit sehr viel Paläolontogie. Die Prüfung wiederrum ist einigermassen fair, wenn man alte Prüfungen angeschaut hat. Kommen sehr ähnliche Fragen",2,1.0,1.0,0
1393,5e1e3f30093478002274c13d,"Wenn Sie eine plus Anthropologie und einen fairen Anteil der Archäologie lieben, ist dies ein Stück Kuchen und die Präsentation der Papiere war großartig.",5,0.0,0.0,0
973,5b08150378e41c001a0a148c,"Nur Auswendig lernen der (sehr vielen und teilweise unverständlichen) Slides der Gastvorträge für die Prüfung gefordert, Verstehen ist anscheinend Nebensache.",1,1.0,0.0,1
1688,5bff7c417ed7cd001b102d62,Das Skript ist legendär,5,1.0,1.0,0
309,5a6463c754f060001af5db05,"Sehr cooles Fach, gibt wirklich eine sehr sehr gute Einführung in viele Bereiche der Psychologie u.a. Neuro, Neuroanatomir, Lernpsychologie, Kognition und Psychiatrie.  Sehr zu empfehlen für Psychologie Nebenfächler. Einfach vom Aufwand her, aber man lernt sehr sehr viel dazu, besser als im Hauptfach.   Die Vorlesung ist langweilig, aber man sollte zumindest bei den Experimenten aufschreiben, was er dazu sagt.",4,3.0,3.0,0
396,5a6713f5917cb6001a9ca8e1,Die Vorlesungen waren eine Tortur… Auswendig lernen ist gefragt,2,7.0,1.0,2
3062,5d02716a14b0c6001c9f0029,"Super Modul, ich mag insbesondere den Humor von Wolf. Auch die Prüfung war mMn fair, denn - versteht man den Inhalt der Vorlesung nicht nur oberflächlich, sondern intuitiv - dann ist die Prüfung wirklich kein Problem. Die Angst vor diesem Modul finde ich unberechtigt und höchstens ein Resultat von einer ""das konnte ich nachvollziehen, dass kann ich"" - Mentalität. Und sicherlich auch aus den überzeichneten Modulbewertungen, welche im Netz und anderswo kursieren.",4,8.0,8.0,0
5071,5fdd5af39a58f30022beffed,Die Zeit ist sehr knapp (der Abgabetermin ist mMn zu früh).,3,0.0,0.0,0
4738,5eea13650b37f90022ee11d2,"Stoff:  - Teils spannend, teils sehr langweilig.  - Viele Wiederholungen, Cleavagetheorie von jedem Prof gefühlt wieder neu in die Vorlesung eingebracht. Struktur an sich schlecht, wie schon im ersten Semester, viel zu viele Profs und geringe Übersicht. Gewisse Vorlesungen (Policy-Analyse von Prof. Widmer und Vorlesung EU von Prof. Slapin sowie die Abschlusssitzung) bleiben ohne fundierten Inhalt und wurden auch nicht wirklich geprüft. Andere wiederum sehr spannend und sehr unfangreich, sodass man studenlang darüber referieren könnte (z.B Block von Dr. H. Smidt) Prüfung:  -Fair, nicht sehr einfach, aber machbar.  ",3,3.0,0.0,1
693,5c460ae8eacac4001cb01763,"noch sehr subjektive und manchmal zufällige Korrekturen und Noten. das muss sich wirklich ändern. auch, tatsächliche Denkprozesse, Ideen und gute Struktur sind nicht willkommen, wenn sie nicht den Instruktoren Ideen entsprechen",2,4.0,1.0,1
6262,628a2ec35399c20021bc52db,"Schrecklicke Prüfung, katastrophale Organisation! Einlass war chaotisch, Prof wusste nicht mal wie lange die Prüfung dauert. In der Prüfung gab es sehr viele Fehler (Grammatik, Rechtschreibung & Formatierung). Studenten meldeten sich deswegen sehr oft und Prof musste dann immer unterbrechen, um darauf aufmerksam zu machen, was aber nicht alle mitbekamen. Diejenigen, die fertig waren, durften vor Prüfungsende gehen, dazu musste aber aufgrund der Sitzordnung die ganze Reihe aufstehen und aus der Reihe, um die Person rauszulassen und musste somit seine Prüfung unterbrechen. Also wirklich eine schreckliche Erfahrung. Aufwand & Stoff war zu viel für 3 ETCS, sollte als 6 ETCS Modul gelten.",2,0.0,0.0,0
4103,5e183b64c40dd9001e9edba8,Für alli wo psychologie im hauptfach studiere sehr chillig👌,4,0.0,0.0,0
3140,5d08ba00a514ad001cc996c4,"Wenn Herrn Böhlen ein Konzept aus Mathe I wie Surjektivität so verdammt wichtig ist, würde ich das gerne zuerst mal in einer Übung antreffen und nicht erst an der Schlussprüfung. Tldr: Dozent nett, Midterms gut, Vorlesung didaktisch schwach und Prüfung FS19 einfach all over the place.",3,12.0,1.0,3
4496,5e5bde5a65a4f70022c381b6,"Moduverantwortliche und Tutoren sind ein wenig chaotisch. Sehr unterschiedliche Bewertungen beim Midterm und bei der Mündlichen. Man muss dran bleiben bis zum Midterm, danach muss nur noch ein Projekt abgegeben werden. Sucht euch dort angenehme Leute (4er Gruppen, wenn jemand mühsam ist verdoppelt das den Aufwand). Gibt dann noch eine mündliche Prüfung in der Prüfungsphase, die aber nur 20% zählt. Die Zeit bis zum Midterm bringt viel, man lernt Python gut kennen. Das Projekt war dann mehr einfach Aufwand und nicht viel Fortschritt in Pythonskills. Kann aber sicher auch angenehm sein wenn niemand in der Gruppe übermotiviert aber unfähig ist. ",3,0.0,0.0,0
1174,5b297811eeda99001a499f0d,"Eigentlich spannendes Thema, Vorlesungen jedoch meistens total langweilig (leider kann prof. Reinke nicht so gut erklären)",2,1.0,0.0,1
494,5bc850ecdd855d0019e1a6a2,Das ist nicht der Fall.,2,3.0,0.0,1
3175,5d0a913f18d258001cad8646,Sehr anspruchsvolle Prüfung zu eigentlich relativ übersichtlichem Stoff. ,2,9.0,0.0,3
4445,5e4c1d4db2b1e400224bfae6,Habe nichts gelernt. Vorlesung und auch Tutorate sind extrem unnötig. ,1,0.0,0.0,0
3698,5d5e54f88cacc5001cbdc6fb,"Die Thematik (SKID Interview, AMDP) ist sehr praxisrelevant, allerdings eher unstrukturiertes Seminar mit wenig transparenten Leistungsnachweisen.",3,0.0,0.0,0
2475,5c5d30b35112ef001c6bda91,"Ein sehr spannendes Modul.... Ich habe bereits am Anfang von anderen Studenten mitbekommen, dass man viel Zeit investieren muss. Darum habe ich nach jeder Vorlesung eine Zusammenfassung geschrieben und auch versucht alles zu verstehen. Wenn man rechtzeitig anfängt, ist die Prüfung machbar :)",4,0.0,0.0,0
701,5c481b68d5cd47001cbd9385,mal war andereres,4,0.0,0.0,0
4729,5ee8e7f06bf0740022f69854,lmao die Prüfig,2,0.0,0.0,0
2257,618c43533d3c5a002118dd9a,"Würden diesen Blockkurs empfehlen. Markierungen für die Teilnahme ist ein totaler Witz. Toll, eine Aufsicht zu haben, die auf dem Feld arbeitet.",2,0.0,0.0,0
1016,5d03ca30452355001c7f6c77,"Dieser Moment, wenn man sich 4 Vortragsfolien angesehen hätte, wäre genug gewesen, um die Prüfung zu lösen.",2,2.0,0.0,1
2816,62e15e8d52c5c300214e67f6,"Sehr seltsam Vortrag meiner Meinung nach. Der Teil über Kryptographie war in Ordnung, aber der zweite Teil über Protokolle nimmt eine Menge Software-orientiertes Wissen, das ich ein wenig unehrlich, da dies ein erster Kurs in Sicherheit sein soll, und ein Major in Theoretische CS... + Vortragsmaterial ist sehr vage, und Übungssitzungen avec ziemlich detailorientiert. Keine Empfehlung",1,0.0,0.0,0
4211,5e25a7fecdec330022d52417,"Sehr gute Einführung ins Fach. Würde dieses Modul so früh wie möglich belegen, hilft immens im späteren Studium.",5,1.0,0.0,1
2156,5c479d75d5cd47001cbd7422,"Schilling ist toll, die übungen stoffbegleitend und es geben sich alle wirklich mühe. Ob das fach an sich wirklich notwendig ist 🤷🏽‍♀️. ",4,0.0,0.0,0
1535,5b9ce82f5d282a001adc2ee4,Zuhören bei der Vorlesung ist anstrengend lohnt sich jedoch,3,0.0,2.0,0
207,5a61b3cce9399e001ac57a50,"Fach ohne Praxisbezug. Irgendwelche Worte werden gemischt und zusammengefügt um so Pseudointellektualität zu erzeugen  Man nimmt nichts mit. Dementsprechend auch nur knapp bestanden, da blödsinniges Auswendiglernen mir nicht liegt.",1,8.0,2.0,2
129,5a65f2716e7c4f001abb81d2,"anständige Vorlesung, sehr wenig Arbeit zu Hause, aber Anwesenheit verpflichtend",4,5.0,8.0,0
2001,5c3dfda1d5b710001c16a4e1,Top. Anfang sind nervige und langweilige details... Nimm den richtigen Tutor!,4,2.0,0.0,1
4639,5edcf6a38a3a7f0022605987,sehrcool,4,0.0,0.0,0
3499,5d1c6e1a8a3f6d001ca324f5,Dinge aus SP2 werden nochmals durchgekaut. Sehr wiederholungslastig; aber einfach und zugänglich mit vielen Beispielen.,4,2.0,0.0,1
2140,60db52148735220022361c93,Könnte ein interessantes Thema haben..,2,0.0,0.0,0
5035,5fd7582edc8c390022df0c03,"Zwischenquize sehr gut bestehen ist die halbe miete. Vorerfahrungen in Mikroökonomik sehr sinnvoll, also super extrafach wenn ihr an der uzh econ/bwl studiert.  Während den Vorlesungen versuchen zu verstehen und dann mit den Aufgaben repetieren, sollte allen eine gute Note einbringen. Super interessant ",4,0.0,0.0,0
884,5c91032483e720001ccd65ff,Schlachter Blockkurs! Kaum war Neues geernt..,1,1.0,1.0,0
6261,628637f947066600217a9dfc,"Richtig scheisse, viel zu viel Ufwand für 3 Credits. Dont do it. ",1,0.0,0.0,0
4981,5f86c489049a0c0022c64905,Musch zwar Husis mache aber echt geili VL da sie viel praktischi Bezüg macht,5,0.0,0.0,0
1326,5b3f40fa97a0c7001a8987c2,"sehr gute Einführung, Tutorat hilft ebenfalls sehr!!",4,0.0,0.0,0
2772,5ca5e26d6ee435001c9773d4,"Vorlesung hatte nicht wirklich viel zu tun mit der Prüfung, Zusammenfassung lernen + guten Spick vorbereiten, dann kommt das gut👌🏼",4,1.0,1.0,0
300,5afb4bbdb1fa91001a235657,Kein Feedback,1,4.0,0.0,1
3626,5d3150afcf3df9001c2e0951,"Ich empfand die Vorlesung als sehr spannend. Hoffmann schien begeistert und versuchte stets den Inhalt der Vorlesung mit realitätsnahen Beispielen zu verknüpfen, was allerdings letztendlich nicht förderlich war, da er (auch deswegen) keine klare Struktur aufbauten konnte und uns Studenten so oftmals das Verständnis erschwerte. Raabe gelangen Strukturierung und Erklärungen besser - seinerseits vermisste ich jedoch jegliche erkennbare Freude am von ihm Gelehrten. Mehr Enthusiasmus wäre schön. Ansonsten gutes Modul - leider fast ausnahmslos ohne Rückkopplung zur Empirie.",4,2.0,6.0,0
2679,5c73e04906db83001cb0d265,"Der Unterricht ist extrem langweilig und es wird einem praktisch kein Wissen vermittelt. Ich glaube nicht, dass irgendjemand sein Japanisch durch diesen Unterricht verbessern kann.",1,2.0,0.0,1
1399,5b4ce6bf3dcc0e001ab26eef,Fand ich interessant. Prüefung zum Teil ein wenig unbefriedigend.,5,6.0,0.0,2
6520,62cd0141fbcd3f0021e8ce74,"Sinn für Biomedizin-Studium wirklich fragwürdig und wie viele auch schon gesagt haben, waren die Fragen an der Prüfung teilweise sehr schwierig und unnötig kompliziert gestellt. Am besten wirklich nur jene Teilaufgaben beantworten, bei denen man sich sicher ist, da man sonst Minuspunkte bekommt. ",2,0.0,0.0,0
2544,6223d6f20efb3e00216b6af8,BRUTTOBRÜCHTE,5,0.0,0.0,0
847,5a9db031dd31f6001a0bb40f,Viel Aufwand. Man muss sich alles selber beibringen...,2,0.0,0.0,0
941,5ce641bfb237ae001cfafa8f,"Ich bin nicht gut in Mathe, aber dieses war eigentlich nicht so schrecklich, gut erklärt Inhalt und die Prüfung war ausreichend :)",3,1.0,1.0,0
1191,5b2b506d9d2efb001abab679,Stupides auswendiglernen von fakten zu den unternehmen. Lerneffekt = 0,1,2.0,0.0,1
2443,5c5b80e1422718001c51fdc0,"Zellbiologie ist an und für sich spannend, aber... • der Arbeitsaufwand von 3 ETCS ist völlig untertrieben. • die Prüfung fragt Details ab, die nicht mal im Skript und wahrscheinlich im Buch stehen. • wenn die Dozenten der Meinung sind, so einen MC-System an der Prüfung einzuführen (ab 3 richtig 1 Punkt, bei 4 richtige 2 Punkte), um das Raten an der Prüfung entgegenzuwirken, verstehe ich nicht ganz, warum sie nicht stattdessen für ein falsch gesetztes Kreuzlein einen Punkt abziehen.  Ich empfehle, dass man schon vom Anfang an Zusammenfassungen zu den Vorlesungrn schreibt. So kommt man i.d.R. immer mit und erspart sich den Stress beim Lernen!",2,2.0,2.0,0
87,5a61d377f92ac7001a6ea0c3,"Dies ist bei weitem einer der schlechtesten Kurse bei ifi. Während das Thema interessant ist, können Sie nichts aus dem Vortrag oder Übungen verwenden, um Sie für die Prüfung vorzubereiten. Sie können auch einfach eine Liste mit Themen für Sie zu google und studieren mit verschiedenen Materialien. TA s senden Sie wikipedia Links statt Verweis auf Vorlesungsinhalte. Nehmen Sie diesen Kurs nicht, wenn Sie nicht müssen!!",1,5.0,0.0,2
352,5b29ee62eeda99001a49b625,Prüfungen sind ein wenig schwierig zu vorbereiten,4,0.0,0.0,0
5248,6012e3eee74c670022d299e7,"Sehr einfache Credits. Gelernt habe ich nichts, aber investiert habe ich auch nicht viel Zeit. Also fair 😂",5,0.0,0.0,0
1744,5f88023ebab76c0022da8557,"TA Jordy ist ein kluger Kerl, aber ist völlig nicht in der Lage zu lehren, leider. Er ist verantwortlich für die Übungen, und das ist schade",2,0.0,0.0,0
1982,602f9b3517f7150022fa2c08,"Unklare Struktur, weiß nicht, was die Bedeutung dieses Kurses ist.",1,0.0,0.0,0
1677,5bf67a1c82bfed001b10666d,"Die Vorlesungen waren katastrophal, es nützt nichts, diese zu besuchen. Die Übungen sind hilfreich aber auch zu schwierig im Vergleich zur Prüfung/Probeprüfung. Die Prüfung war wirklich sehr fair, man kann sich gut an der Probeprüfung orientieren!",3,10.0,0.0,3
1153,5d28b4bc041f0f001c836104,Das ist nicht der Fall.,5,0.0,0.0,0
5147,60002eeccc9126002273cedd,"Viel Üben mit R von Anfang ist wichtig! Ansonsten bei Milic alles verständlich, wenn man sich bemüht. Alles in 2 Wochen vor der Prüfung zu lernen ist nicht zu empfehlen bei diesem Modul",4,0.0,0.0,0
335,5b201100f4c683001a6a8416,"keine Notwendigkeit, das OECD-Modell für die Prüfung zu lesen, Prüfung meiner Meinung nach nicht die gelehrten Themen widerspiegeln, einfache Note",1,2.0,2.0,0
4438,5e4bc77fb2b1e400224bcdc3,"Etwas komisch..Die Übungen bestehen hauptsächlich aus Herleitungen, jedoch wurden keine an der Prüfung so abgefragt (zum Glück). Das heisst jedoch auch, dass die Übungen nicht wirklich eine genügend gute Vorbereitung sind. Die Prüfung war fair und nicht ganz so schwer, wie erwartet. Man musste nicht nur die essentiellen Mathe-mechanics können, sondern auch interpretieren, was mir sehr gefiel. Der Prof ist auch sehr nett und die Klasse ist angenehm klein! Während dem Semester habe ich jedoch nichts verstanden (keine Übertreibung). Würde ich nur empfehlen, wenn man Statistik mag. ",4,0.0,0.0,0
254,5a93cc9a8b33e8001a11881f,"Sie könnten sehr schockiert über einige Aufgaben. Allerdings, konzentrieren Sie sich und Sie werden es gut tun. Es war einer der besten Kurse, am Ende.",5,3.0,5.0,0
1107,5d1c64948a3f6d001ca316af,Leichte fettige Zitronensäure squiezy,4,3.0,3.0,0
1851,5c2e98580d24df001c947286,Faire Prüfung.,5,1.0,0.0,1
2666,62af4525c5369e00219ae193,"Leidenschaftlicher Professor und interessanter Kurs, aber nicht für jemanden ohne Programmierhintergrund gemacht. Die Prüfung hatte wenig Mathematik und vor allem Codierung",4,0.0,0.0,0
1691,5bffccef7ed7cd001b1055b3,"Aufwand nicht angemessen, sehr viel Pflichtliteratur! An der Prüfung werden falsche Antworten mit -1 Punkt bestraft (bei 20 erreichbaren Punkten und Fragen). Schade, könnte sonst eine so interessante Vorlesung sein. ",1,3.0,2.0,1
5038,5fd7fdf8439a1c0022d9d486,"Anpassung im laufenden Semester aufgrund der Pandemie, Prüfung fair und mit Open Book sehr gut machbar, Lerneffekt leider begrenzt.",3,0.0,0.0,0
5101,5fef655fa5e4340022fcbf01,"Sehr gute Einführung ins Fach. Würde dieses Modul so früh wie möglich belegen, hilft immens im späteren Studium.",5,0.0,0.0,0
3317,5d1271b6f319ef001c7a2e20,"das fach ist an sich spannend mit einem guten buch (auch hilfreich fürs allgemeinwissen), die folien sind aber nicht so hilfreich & der dozent hört sich manchmal einfach gern reden. die prüfung ist schon an sich fair, repräsentiert jedoch nicht wirklich den eigenen wissenserwerb.",3,1.0,0.0,1
2294,5c508907ab563b001c4d92f4,Super relevantes Fach ,4,3.0,0.0,1
544,5a6f7f254adcfd001aa26797,"Gute Einführung in Optionen, Futures, Forwards, Swaps etc.  Wenn man an Investment Banking und der Börse interessiert ist, bietet einem das Fach sehr viel. Wenn nicht, bietet es dafür umso weniger. ",5,2.0,1.0,1
2502,6203b2567d573500219f90ac,"Der erste Professor ist gut, aber die zweite Hälfte nicht.",3,0.0,0.0,0
1187,5b2a95ef9d2efb001aba51e4,"Sehr netter Dozent. Vorlesung sehr theoretisch, Prüfung verhältnismässig anspruchsvoll, aber fair. Hätte mir einmal eine Analyse am Stück gewünscht anstelle der vielen kleinen Übungen.",4,3.0,0.0,1
1610,5ee69c5653642a002254281c,Faire Prüfung,4,0.0,0.0,0
2548,5c6865fe86f82c001c3f56cb,"Prüfung 61 Fragen, 90 Minuten, Singelchoice aus 5 Möglichkeiten mit Bonusfragen. Stressig aber machbar. Prof sympatisch und gut strukturiert. Inhalt 2 Telefonbuch dicke Bücher lesen. Viele Wiederholungen. Fazit: Zum einen Einblick zu erhalten sicher gut, aber hätte mir mehr Tiefe gewünscht. ",3,5.0,0.0,2
678,5c4515c67236dc001c4d98bc,"Der Dozent hat eindeutig eine Menge Erfahrung in Software-dev und das zeigt. Allerdings ist der Vortrag meist nur er reden und es war oft schwer für mich, die ganze Zeit zu fokussieren. Auch seine Arta traurig, dass man eine gute Note, indem Sie nur lernen, die Folien auswendig. Sie müssen nie wirklich eine Menge des Materials bis zur Prüfung bis zu einem gewissen Grad abgedeckt anwenden.",3,0.0,0.0,0
1172,5b294360eeda99001a497241,Sehr sehr aufwändig und dann auch noch eine solche Prüfung...,2,11.0,1.0,3
4868,5f0c18ddef823c002261cac5,"Viel zu viel Aufwand für ein Seminar. Die Leiterinnen haben sich aber Mühe gegeben, den Kurs ansprechend zu gestalten. ",2,0.0,0.0,0
6348,62ab34656215130021f46cba,"Einfaches Modul, wenig Aufwand, nicht schwierig eine hohe Note zu bekommen. Sehr empfehlenswert!",5,0.0,0.0,0
6291,6297c5c4b10c690021e8fae2,Mit einer Prüfung vor Ort würde ich mich nun wohl fairer behandelt fühlen. Auch das Gefühl nicht der/die einzige zu sein hat mir bei der Onlineprüfung gefehlt... Dann doch lieber Massenabfertigung Messehalle dafür geteiltes Leid. Die Hoffnung stirbt mit der Notenfreigabe R.I.P.,1,0.0,0.0,0
5551,60ce13643f76c600224ba8e1,"War ein schöner Einblick ins Gebiet aber wenn das Thema einen nur mässig interessiert ist es wohl etwas trocken und Langweilig. Kenntnisse aus Biodiversität helfen. Wir hatten ein Seminar als Prüfung, also wir haven einige Fossilien und Modelle besprochen. ",5,0.0,0.0,0
5692,60eed3971af2d1002217bc1f,Sehr spannendes und bereicherndes Modul! Prüfung war fair.,5,0.0,0.0,0
6240,625584a76314ce0021231789,"Seeger stellte die Aufzeichnungen von letztem Jahr hoch mit unvollständigen Folien. Immerhin gabs Fragestunden. Ernst war sehr begeistert und erzählte sehr viele Dinge, die für die Prüfung irrelevant waren. Einfach Messmethoden lernen genügt. Artus-Teil wie immer gut organisiert und spannend vermittelt.",3,0.0,0.0,0
68,5a60c32fe9399e001ac54cc6,"Das ist keine Einführung in die Bioinformatik. Das ist eine Reihe von Vorträgen von Menschen, die auf dem Gebiet arbeiten, Werbung für ihre Arbeit. Was interessant (oder nicht) sein kann, aber es ist nichts, was man tun könnte, eine sinnvolle Prüfung. Doch, sie immer noch. Total zufällig, riesige Zeitverschwendung. Wenn möglich, vermeiden Sie diesen Kurs: Nehmen Sie eine andere Klasse, ändern Sie Major, fake your own death - was auch immer.",1,7.0,2.0,2
1682,5f085073d6a8950022ca7762,Harter Kurs und recht langsamer Professor. Nur für technisch fortgeschrittene Studierende - ich konnte nicht folgen. Fehlte mit 3.75 als einziger Kurs in zwei Semestern bisher.,2,0.0,0.0,0
2021,605e4a708f1d06002226f79d,Freier Kredit,3,0.0,0.0,0
5043,5fd80259439a1c0022d9d4c0,"Fast nahtlose Fortsetzung zu der Kernkompetenz Policy Diffusion bei Gilardi. Spannende und thematisch aktuelle VL, Prof ebenfalls top. Prüfung in gewohnter Art, mit Malus Punkten, aber sehr gut machbar.",4,0.0,0.0,0
1833,5ff5b1db7051390022c645bc,Sehr interessantes Thema und gute Diskussion. Prof. ist wirklich ein Experte,4,0.0,0.0,0
5937,61e7baa9aead65002126b24f,schlimm,1,0.0,0.0,0
837,5a969e0a134658001a429f00,Sehr chaotische und unverständliche VL!,1,0.0,0.0,0
1305,5b3c05f5f07b02001a04326f,Man merkt die Bemühungen des Professors die Vorlesung abwechslungsreich zu gestalten.,5,3.0,1.0,1
1719,5c0eb3238ae584001b06bab2,Ich mochte das Fach. Dozentinn hat den Stoff spannend erklärt,5,0.0,0.0,0
2633,5c6c0aa14da451001c794508,Leider hat es diesmal nicht ganz gereicht. Freue mich auf die zweite Runde!,5,34.0,1.0,3
6373,62b02c45c5369e00219b0255,"Anspruchsvoll, jedoch sehr spannend. Leider keine Podcasts, dafür kann hat man ein Semester lang am Freitagnachmittag erwas vor",5,0.0,0.0,0
403,5a67688c917cb6001a9cd164,"coole prüfung, locker gehalten, einigermassen relevante aufgaben... not bad",4,0.0,0.0,0
6421,62b44a377faad300210e8c66,"Fach spannend und kompetenter Prof, abartige Prüfung",3,0.0,0.0,0
6437,62b979d2714a470021df8b21,"Habe mir erhofft, mehr über das Gärtnern zu erlernen. Bin enttäuscht in meiner annahme",3,0.0,0.0,0
6590,62ed18d72737ca002182968a,mega spannend mer lernt mal was neus und interessants aber material schwierig izschätze was ade prüfig chund  ,5,0.0,0.0,0
25,5a5f404ebe6796001a9da2d5,"Dieser Kurs ist nur eine kurze Einführung, wie ein Master in Mathematik an der ETH aussehen würde. Ansonsten ist er völlig nutzlos und es steht überhaupt nicht im Zusammenhang mit dem Bachelor-Studiengang „Asset Pricing"".",1,0.0,1.0,0
933,5cdd1840a11728001ca07926,"Eine Menge EFFORT, aber definitiv der beste Kurs des gesamten Masters in Quantitative Finance",5,1.0,0.0,1
1357,5b4511142ca6cb001a4fb5ba,"Super Dozent, vieles an neuem Wissen mit nach Hause genommen.",5,0.0,0.0,0
6051,61f4fbc63a49df0021b09f3d,"Gute Note möglich, aber musste auch einiges in die zwei Arbeiten investieren. Die Prüfung ist nicht sehr schwer, es ist allerdings nicht einfach herauszufinden wo die Schwerpunkte liegen.",4,0.0,0.0,0
4403,5e42f8f24a9fb60022dd63ed,Sehr schwieriges Modul aber Prüfung war ziemlich fair bei Prof Schlein (Ähnliche Aufgaben aus alten Prüfungen und Übungsaufgaben) ,4,3.0,2.0,1
851,5a9ee2da9605dc001a805156,"Super Prof! Unterhaltsamste VL, die ich je hatte. Aufwand aber nicht zu unterschätzen... ",4,1.0,5.0,0
320,5a6485b23557a5001a140c3f,Interessante Vorlesung. Der Dozent war immer aufgestellt und konnte den Inhalt gut und spannend vermitteln.,5,0.0,0.0,0
1627,5bd0f12a96701a001962ec99,"Sehr praxisorientiert, tolle Dozenten und extrem aktuelle Themen. Unbedingt buchen!",5,0.0,0.0,0
2562,5c6951c40f0ace001c37fe50,Die Übungen fand ich sehr gut und das Besprechen der Aufgaben hat massgeblich zum Verständnis des Stoffs beigetragen. Die Vorlesung hingegen empfand ich als etwas unstrukturiert und orientierte sich nicht immer am Skript. Das Skript an sich fand ich unübersichtlich und damit zu arbeiten war sehr mühsam. Die Prüfung wiederum war sehr einfach.,3,0.0,0.0,0
221,5a822ae4fbb086001a992dbd,Viel zu viel Grundlagen und nichts tiefer in ein Thema. Prüfung nur basierend auf auswendig lernen Zeug.,2,3.0,1.0,1
2322,5c51bfeeccaaf5001c0bf092,Interessant aber Note nicht so recht nachvollziehbar..,1,0.0,0.0,0
497,5bcde7aef639a00019258ea4,Hart aber interessant! Nette Tutoren und letzte Blockkurs von Carel van Schaik,5,1.0,0.0,1
1451,5e296784c2ad270022b0aba6,"Einfache Credits vor allem für BF-Studenten. Wenn Sie jedoch bereits mit den Grundlagen der mittleren Varianzoptimierung vertraut sind, werden Sie wahrscheinlich nicht viel Neues lernen.",5,0.0,0.0,0
2158,60e04757310f290022f8d73e,"Hauptmann ist ausgezeichnet, Bucher ist schrecklich wie immer. Der Test ist ziemlich einfach, wenn man schreibt, was sie sagen genau in Ihren Notizen. Sie werden nicht für verrückte Sprünge fragen, genau das, was sie in den Vorträgen gesagt. Die Exkursion war cool.",3,0.0,0.0,0
