,Unnamed: 0,_id,review,score,upvotes,downvotes,sum
5077,5077,5fde404a0182a50022aa1b83,Unstrukturiert,3,0.0,0.0,0
5079,5079,5fdf095f0182a50022aa2337,"Inhaltlich eigentlich spannend, aber ultra asoziale Prüfung. Danke Bartling + Claudine 😠",2,0.0,0.0,0
3939,3939,5df75d44456e68001edcf071,"Schliesse mich meinem Vorgänger an. Sehr spannende Inhalte, super Dozent. Die Prüfung war eher schwierig und Details werden abgefragt. Wichtige Inhalte werden aber im Laufe der Vorlesungen immer wieder wiederholt, wodurch man gut abschätzen kann, wo man beim Lernen die Schwerpunkte setzen soll.",5,0.0,0.0,0
816,816,5a8f00493a7bb7001a502f28,"Sehr zu empfehlen, da kleine Repetition Strafrecht und (multiple choice) Prüfung im Herbstsemester. ",5,2.0,0.0,2
561,561,5a70ab1e4adcfd001aa2c468,"Hundert verschiedene assignments, Präsentationen, Abgaben - alle zählen irgendwie 5% der Note aber dauern mehrere ! Stunden. Vor allem die vier Notebooks die man zu zweit machen soll haben pro Person teilweise ca ~20h pro Woche gedauert (und wir hatten beide sehr gute Python Vorkenntnisse) und am Ende hat eins 5% gezählt.   In den letzten paar Semesterwochen dann noch ein Riesen Research Projekt das 20% zählt - von Daten scrapen bis Machine learning Modell basteln.   Note setzt sich zusammen aus:  10% Mitarbeit - Präsenz, komplett intransparent, Namenschilder aber man wird nicht aufgerufen etc.  10% Präsentation über irgendein anfängliches Research Thema  20% Notebooks - komplett übertrieben!  20% Research proposal, 20% Research Projekt, 10% final presentation, 10% final written report in den letzten 3-4 semesterwochen wtf!   Übrigens sind alle Aufgabenstellungen noch dazu super verwirrend und nicht klar. So schade, hab mich auf das Thema gefreut, aber der Kurs ist all over the place….  ",1,1.0,0.0,1
8235,1593,5edcf68b8a3a7f0022605984,"Ohcool. - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",4,0.0,0.0,0
7249,607,5c279dd3083b0a001c83675d,"Nicht mein Lieblingsthema, aber ich habe die Begeisterung der Professoren genossen. Im Allgemeinen ist es kein schwieriger Kurs. Die Prüfung war zu lang und zu hart, aber sie waren super nett im Benoten.",4,1.0,0.0,1
2665,2665,5c7117a4d18fd0001c9157c3,"War mein Lieblingsfach im 1. Semester. Super strukturiert. Sowohl in den beiden Vorlesungsteilen, als auch im Praktikum tolle und motivierte Dozenten. Die Schlussprüfung war sehr fair und vom Lernaufwand her auf Grund der beiden Zwischenprüfungen machbar.  ",5,6.0,0.0,2
3954,3954,5dfa085096d0e2001e001a04,"Eigentlich könnte man eine VL über internationale Politik spannend und erfrischend gestalten. Wir gingen jedoch kaum in die Tiefe und so war auch der Mehrwert entsprechend klein. Prof. Walter hat zudem die Begeisterung nicht wirklich erfunden und schaffte es irgendwie, selbst au spannenden Themen langweilige Vortragungen zu machen. Ausserdem kann sie sehr schlecht erklären und verwirrte sich teilweise selbst. Arbeitsaufwand (wenn man denn die Paper liest jede Woche) viel zu hoch für 3 ECTS.  Das alles soll aber nicht darüber hinwegtäuschen, dass Internationale Politik grundsätzlich ein sehr spannendes Politikfeld ist und Prof. Walter eine überaus angesehne und talnetierte Wissenschaftlerin. Ihre Paper (z.B. das über die Eurokrise) sind durchaus lesenswert. ",1,6.0,2.0,2
8767,2125,60d59ea98e338c00224bd731,Was für eine Zeitverschwendung,1,0.0,0.0,0
5179,5179,6005ef867edabf0022e638a2,"eifach nume müll, kompletti ziitverschwendig, aber hey, für alli informatiker en willkommeni abwechslig da mer mit nur ca 2h/wuche (incl vl, ü, ufträh) easy bestaht. liechti credits, wie en snack, aber lerneffekt null. gend all assignments ab, süsch sinder am arsch und de müll wiederhole wünschi niemertem xD",1,0.0,0.0,0
6402,6402,62b2f7b6821ff6002189dbab,"Spannende Vorlesung, gute Professorin, umfangreicher Stoff und dadurch viel auswendig lernen",4,0.0,0.0,0
9330,2688,62b42f937faad300210e81e6,"Super interessantes Thema, Messeprüfung und Prof. Bacchelli ist wirklich nett und macht die Vorträge spannend.",5,1.0,0.0,1
7188,546,5c14fab49b0509001b1d7e13,Das schlimmste Modul überhaupt! Einige Prüfungsfragen waren fair andere nur vom Thema entfernt.,1,1.0,0.0,1
8713,2071,60c0993ee85f080022859202,Schöner Vortrag und die Prüfung war sehr einfach. Wahrscheinlich auch wegen Corona und offenes Buch.,5,0.0,0.0,0
350,350,5a65d1766e7c4f001abb7261,"Neu! In-Vorlesungspurchases: -10 Prüfungspunkte für 50$   Nicht, dass man so etwas zu Beginn der Vorlesung hätte kommunizieren können... Ansonsten Bpmn Prof super, Prof für theoretischen Prozessteil nicht sehr überzeugend",2,5.0,0.0,2
1142,1142,5b26790b90d2fa001a7c4b45,"Vorlesungsinhalt war sehr spannend und der Versuch den Prakisbezug herzustellen ist teilweise gelungen. Der Dozent ist nicht 100% neutral, hat mich aber nicht gestört. Der Aufwand war für 3 ECTS sehr hoch.",4,1.0,0.0,1
766,766,5a8618a30a3e9c001a9db059,Top organisiert!,5,0.0,0.0,0
2037,2037,5c402d0ccaa3e7001c6bc01d,"zu breit, zu theoretisch. Prof jedoch sehr sympathisch und sehr viel Wissen. Würde dieses Modul jedoch nicht wirklich empfehlen. Prüfung sollte fair sein.  Prüfung war sehr einfach. Mal die Noten abwarten.",3,1.0,0.0,1
2496,2496,5c5ecbd0130de6001c896880,sehr viel aufwand für dieses modul. prüfung auch total stressig wegen  knapper zeit..,2,0.0,0.0,0
7295,653,5c3f6fdacaa3e7001c6b58b7,Ein absoluter Albtraum,1,4.0,0.0,2
2930,2930,5cf2814bf241db001c983ac3,"BEI BESUCH DER VL, PRÜFUNG MIT WENIG AUFWAND EASY MACHBAR",5,4.0,0.0,2
7088,446,5b8ba9f0c71cea001abe7ba9,"Christa ist eine fantastische Tutorin mit großer Begeisterung. Ich liebte die Diskussionen, die sie lebhaft und mit großen führenden Fragen und Punkten führte.",5,1.0,0.0,1
7283,641,5c3cb095d5b710001c150910,"Nicht zu viel zum Studieren. Teilweise interessant, teilweise nicht. Ferrari bietet wieder nettes Vortragsmaterial",4,4.0,0.0,2
2261,2261,5c4e3f1edd45db001c85dc53,"Skript gut, Theorie lernen und Berechnungen können, die Einzelübungen sind eine super Vorbereitung",4,0.0,0.0,0
4715,4715,5ee79c9753642a0022545f57,"beste VL, open book klausur auch ohne corona :)",5,0.0,0.0,0
819,819,5a8f48f73a7bb7001a503d08,Zeitdruck an der Prüfung misachtet jegliche Menschenwürde. ,1,64.0,2.0,2
7118,476,5ba774935761d600195d185f,"Als sie zum Feedback kam (schlecht für ihre Vorlesung und gut für die Übung), sagte sie uns, dass sie nicht das Problem sei, waren wir, weil wir uns nicht für Chemie interessieren... Seriusly?",1,10.0,0.0,2
1929,1929,5c379da934e682001c34454e,"Vielleicht ist das meine Schuld aber ich habe wenig vom Praktikum profitiert... Habe einfach meine Daten in die vorgegebenen Formeln eingesetzt, ohne die Physik dahinter wirklich zu verstehen. Wie gesagt, selber schuld, aber wenn ich das seriöser hätte machen wollen, hätte ich viel zu viel Zeit investieren müssen... Mündlichprüfung war sehr fair :)",3,1.0,0.0,1
7928,1286,5ddea61503c5f2001c46b9be,Gutes Seminar!!! Gute Teamarbeit und nettes Gelingen!,5,1.0,0.0,1
8158,1516,5e4bc4eeb2b1e400224bcbfa,"Ganz chaotischer Lehrstil. Erster Teil (Prof. Mayer) kein Skript, sondern exakt aus Büchern entnommen, so ist es möglich, durch Teile des Buches zu verstehen zu arbeiten. Zweiter Teil (Prof.Yoo) hat einen Skript, aber kaum Text mit Erklärungen. Interessantes Thema. Übungen nicht so wichtig für die Prüfung.",5,0.0,0.0,0
4756,4756,5eec96bf16a6280022682c20,"Grundsatz: learning by doing. War ein bisschen schwierig mit nur sehr kurzer Einführung die Assignments zu machen. Prof selber hält sich kaum an seine zeitlichen Angaben. Wenn er sagt, er lädt in 1 Tag XY hoch, kommt es erst viele Tage später. Dafür passt er dann auch die Fristen der Studis an.  Bei Fragen waren sie immer sehr hilfsbereit und gut erreichbar via Teams. Grundsätzlich sehr einfach eine gute Note zu erzielen (5.75).",3,0.0,0.0,0
4379,4379,5e40813a2498c3002208401f,Super Vorlesig! Mega spannend gmacht! Eifach guet fürd Midterms lerne denn het me weniger Ufwand fürd Semesterprüefig und chunt locker dure!,4,0.0,0.0,0
8630,1988,6035345a1c6201002298f3ac,"nicht nützlich, aber die Übung kann für die Prüfung nützlich sein.",1,0.0,0.0,0
6780,138,5a66d66e6e7c4f001abbb27e,Gut strukturiert & umfassend,5,0.0,0.0,0
688,688,5a7c5dded0f7e3001a252301,"Die Prüfung wurde x-Mal unterbrochen und das Niveau der Prüfung war um einiges schwieriger als die Probeprüfung. Der Übungsleiter wirkte währen den Übungen, sowie auch während der Prüfung, unvorbereitet und nicht gewillt den Studenten etwas beizubringen. Ebenfalls konnte er nicht einsehen, dass die Prüfung durch die vielen Fehler und Missverständnissen nicht wirklich fair zu lösen war. Die Noten sind selbst nach sieben Wochen nicht online. Auf Nachfragen im Forum, wann die Noten online sein werden, wird nur schleppend reagiert. Der Vorlesungsinhalt wäre grundsätzlich interessant, jedoch etwas trocken. Prof. Natter trägt den Stoff motiviert vor und ist wohl das einzig positive an dieser Veranstaltung. Alles in Allem war dies meine bisher schlechteste Vorlesung im Bachelor...",1,2.0,1.0,1
1947,1947,5c38c366d74513001cba4805,"Schade, dass die Prüfung nur wenig mit den Aufgabentypen der Probeprüfungen zu tun hat.  Wolf ist eine didaktische Nullnummer und hat leider Spass an willkürlichen Prüfungen (analog zu Statistik I). Der Stoff an sich ist aber sehr interessant und wichtig. Die Übungen sehr gut zu beherrschen ist warscheinlich das Wichtigste für die Prüfungsvorbereitung.  P.S Wie immer, setzt lieber weniger als zu viele Kreuze.",1,13.0,3.0,2
1769,1769,5c1aaac3942fba001bcf5f7b,Wettstein nett. Prüfung war ok. Man hatte einfach wenig Zeit.,4,5.0,0.0,2
1299,1299,5b3bc0526d405b001abdfb9f,Relativ wenig Aufwand.  1h Stress an der Prüfung. ,5,0.0,0.0,0
4121,4121,5e1c3d1ec3ff0e001e36552b,"Methodenfächer sind sicher wichtig für die gesamte Politobildung aber Milic macht es sehr schwer, dafür Begeisterung aufzubringen. Die Vorlesungen ziehen sich quälend langsam, der Inhalt der Folien könnte man um mind 30% kürzen, da es unglaublich detailllastig ist und vieles niemals an der Prüfung kommt. Übungsaufgaben relativ nutzlos, da ebenfalls viel komplizierter und ausführlicher als jemals gefragt wird. Sprich: auf die Prüfung zu lernen ist ein Gamble darüber, wie viele wichtige Basics zu viel und wie viele unnötige Details zu wenig man gelernt hat. R letztlich kaum gefragt, wobei dort leider auch Aufwand und Lernertrag extrem unproportional sind.",2,5.0,0.0,2
4589,4589,5ed21135d37c4a0022cce956,Kilminster hat das Zeitmanagement überhaupt nicht im Griff!,1,0.0,0.0,0
6355,6355,62ac928eb2f11e002143aa9e,Crazy Prüefig im verglich zu vergangene jahr,1,0.0,0.0,0
774,774,5a898f4373fc93001ade4527,Langweilig. ,2,1.0,1.0,0
3164,3164,5d0a41a6c4518e001c90f349,"Git viel zum vorbereite, aber sösch eigentli ok. Has mer schlimmer vorgstellt. Chonnt au fest ufe assistent  aa wie gnau er/sies will h... ",3,1.0,0.0,1
8533,1891,600b391453af120022b3286c,"Schöner Überblick über Theorien im Verhaltensökon. Beginnend mit einigen mathematischen Beweisen. Meistens mit Axiomen und Modellen, um Aufgaben zu lösen. Prof ist sehr nett und hilfsbereit, erklärt Konzepte und Methoden sehr sorgfältig. Ein paar benotete Hausaufgaben bereiten Sie auch gut auf die Prüfung vor. Abschlussprüfung: Fair. 3 Fragen und wählen 2.",5,0.0,0.0,0
6737,95,5a621555f92ac7001a6ebf20,"Die besten Cours, die ich je besucht habe! Wirklich interessant und Professor Komm ist wirklich motivierend!",5,1.0,0.0,1
5393,5393,603a1f7727e3d30022b132a5,War sehr einfach,4,0.0,0.0,0
1310,1310,5b3caaa4f07b02001a04bb57,"Ich fand das Modul ok. Bei den Übungen fand ich es manchmal etwas verwirrend, da zum Teil sehr einfache Übungen sind und andererseits wieder solche, die ich nicht richtig verstanden habe.  Physikprüfung mit multiple choice war gewöhnungsbedürftig und obwohl ich zwei verschiedene Taschenrechner habe, kam ich mit dem ausgeteilten Model überhaupt nicht klar, was zuletzt in einem Zeitdruck für mich endete. Ich beklage mich jedoch nicht, dass man zu wenig arbeiten muss für 10 Credits, schon die ganzen Stunden die in die besuchten Vorlesungen fliessen sind hoch. Und sowieso ist ja der Aufwand für die Module auch stark individuel abhängig und nicht immer entspricht es dem, was man arbeiteb muss. Bei manchen muss man halt mehr arbeiten für wenig ECTs und manchmal umgekehrt.",3,7.0,3.0,2
3551,3551,5d1f96816cf972001c81bf4d,"Aufbau und Folien teils verwirrend, Thema und Dozentin dafür top",4,1.0,0.0,1
3302,3302,5d12192ff319ef001c79bf8a,"Bruh nonie sones chaos gsee wie bi dem fach. An sich zwar intersant aber viel zu unübersichtich, jeder Dozent macht ein bisschen das was er spannend findet jedoch sind die themen ohne vorhergehende Erfahrung in diesem Gebiet schwierig zu verstehen (die Vorlesung wäre in höheren Semestern besser aufgehoben). Prüfung ist single choice und die Bewertung relativ fair, jedoch absolutes Ratespiel welche der 150 folien die die Dozenten pro Vorlesung durchhauen nun wirklich etwas prüfungsrelevantes darstellen und nicht nur irgend ein technisches Gelaber. Good Luck an alle",2,2.0,0.0,2
1686,1686,5bff0e067ed7cd001b102508,Gute Basis für weitere Fächer im Nebenfach.,5,6.0,0.0,2
8891,2249,61714b2baf65d60021b92908,Interessante Themen perfekt durch eine große Professoren und sehr faire Prüfung erklärt! Absolut empfehlenswert,5,0.0,0.0,0
5980,5980,61ee787c1617d700213e22b3,"(Meist) Spannende Vorlesung mit einem Stoffumfang der es dem Prof erlaubt die Slides im Detail durchzugehen. Die Prüfung war meines Erachtens fair gestaltet und benotet. Der Matheteil sollte nicht unterschätzt werden, jedoch kann man sich mit den Selbsttests und den alten Prüfungen ziemlich gut darauf vorbereiten. Zusammengefasst: Spannende Vorlesung, Prüfung sollte jedoch nicht unterschätzt werden.",4,0.0,0.0,0
5682,5682,60ee15ff1af2d1002217b00d,"nicht besonders spannend wie der stoff präsentiert wird. ausserdem unglaublicher umfang des stoffes, somit alles nur oberflächlich nichts wirklich behandelt aber alles auf ca. 1000 folien!",2,0.0,0.0,0
9341,2699,62b567077faad300210eb97a,"Nur Gastvorträge, einige von ihnen sind interessant, die meisten von ihnen völlig überladen mit Dias und nutzlose Infos. Prüfung trashy, besser nicht investieren Zeit und nur strg+f.",1,0.0,0.0,0
112,112,5a5f6223be6796001a9daf25,"Man wählt ein aktuelles, politisches Thema und schreibt darüber eine Arbeit, die man anschliessend präsentiert. Ich fand das Seminar sehr spannend",5,1.0,0.0,1
6756,114,5a638e5454f060001af5c420,"Einfaches Modul, aber Sie 're Klasse hängt davon ab, welcher Tutor korrigiert Ihre Prüfung",4,0.0,0.0,0
7143,501,5bd05c53dcde530019a6540e,"wirklich guter Kurs für alle, die lernen möchten, wie man schreibt und/oder ein Papier vorstellt",5,2.0,0.0,2
6365,6365,62ace3c1b2f11e002143b840,"Buts bester Mann, sehr faire Prüfung",5,0.0,0.0,0
4654,4654,5edeb777540df000225574fe,Vorlesungen wurden mit der Zeit immer unverständlicher. Corona hat nicht geholfen.  Prüfung war mit 40 Minuten Stress pur. ,1,0.0,0.0,0
4228,4228,5e275031e65d78002218eb89,"Die Prüfung war echt fair, der Stoff jedoch enorm und im Vergleich zu anderen Prüfungen musste man viel mer Zeit investieren.",4,0.0,0.0,0
4529,4529,5e749282f8188100229a3bda,"Man sucht sich am Anfang unter 250 Themen eines aus (z.B Schokoladenproduktion in Nicaragua oder Gletscherspalten Entstehung aufgrund Fliessgeschwindigkeit in den Alpen oder so), und dann läuft es eigentlich drei Tage lang immer gleich ab. Sie stellen ein Rechercheportal vor (Enzyklopädien, Bibliotheken online, Datenbanken, Suchmaschinen, Fachportale) und dann sucht man in den einzelnen online Enzyklopädien usw. nach Quellen zum eigenen Thema. Kurs selber würde ich sagen ist eher mühsam manchmal aber danach fühlt man sich sicher und weiss bei zukünftigen Arbeiten sehr gut wo man sich die Quellen suchen muss und wie man sie sinnvoll speichert im Quellenprogramm Mendeley. ",4,0.0,0.0,0
2392,2392,5c56e9dffb6f52001c6b9fe3,Eig sehr spannend und lehrrich aber s fach isch leider au es filter fach zum lüt usehaue. 5-7 krüzli setze (wo mer sich sicher isch) und guet isch. prüefig het überall fallene und es empfiehlt sich d zemefassig vo uniboard zhole (dörfsch au ade prüefig nutze). s buech lohnt sich ned.,3,4.0,2.0,2
3893,3893,5de79dc9cd4478001c816696,sehr trocken,4,0.0,0.0,0
2567,2567,5c69c01b0f0ace001c3874f6,"Nette Dozenten, ein bisschen schwere Prüfung ",4,2.0,3.0,0
9051,2409,61f01760e5e2d1002105ea45,Der erste Teil mit Garrick war sehr einnehmend.,2,0.0,0.0,0
1291,1291,5b3b4e316d405b001abd3a03,Dem Dozenten kann man nicht zuhören..schercklich,1,0.0,0.0,0
7846,1204,5d742c7c5eff81001c6cca83,"Tolle Übungen, dass wirklich Tech Sie, was Sie wissen müssen!",5,0.0,0.0,0
3941,3941,5df7a269456e68001edd009a,sehr kompetenter gastreferent! agnehme kursgestaltung mit grosszügiger notenvergabe!,5,0.0,0.0,0
2212,2212,5c49f3ac0f904e001c2775f3,"Grundsätzlich angenehm, guter Aufbau. Manchmal reichen die Vorlesungsmaterialien nicht aus, um die Übungen lösen zu können. Mehr Links / Material / Tipps in Übungen wären da hilfreich (zb. GitHub).",4,13.0,2.0,2
123,123,5a5f78f93833be001a359f6b,Dieses Fach ist ein absoluter Witz. Der Inhalt ist einfach aber die Prüfung wird mit Zeitdruck künstlich unnötig schwierig gehalten.,1,36.0,1.0,2
8098,1456,5e2aeb023546a000229a09a5,"Sehr lange Prüfung und manchmal nicht in Bezug auf den Vortrag überhaupt, sondern auf fortgeschrittene Mikroökonomie Wissen.",2,1.0,0.0,1
782,782,5a8aa4e8d93d4f001a3953a1,"Leider teilweise etwas einschläfernd, und schwere Prüfung",2,6.0,4.0,2
6306,6306,6299edbfc75dcc0021a3af8e,Prüfung stressig aber fair… exel Übungen kann man weglassen! Viel mal die Prüfungen lösen und eine formelsammlung ist sehr wichtig zu haben!!  Der Professor kann gar nicht erklären und Folien sind unstrukturiert und schwierig zu verstehen ,3,0.0,0.0,0
1174,1174,5b297811eeda99001a499f0d,"Eigentlich spannendes Thema, Vorlesungen jedoch meistens total langweilig (leider kann prof. Reinke nicht so gut erklären)",2,1.0,0.0,1
1502,1502,5b97a9ab50df1b001a89ea0d,Teil Herr Buchers ist unverständlich ohne Vorkenntnisse. Taxonomie der Paläontologie unnötig.,2,2.0,0.0,2
7878,1236,5d8b728f5e6899001cb77b4d,"Prof. Woitek änderte in FS19 das Prüfungssystem. Er stellte 3 kurze Fragen zu 2 Themen aus nur 4 Dias. Wirklich unfair und ein großes Risiko für einige der Schüler, deshalb viel mehr gescheitert als in anderen Jahren. Und auch der langweiligste Kurs überhaupt.",1,0.0,0.0,0
4276,4276,5e301e9d5460bb002273753d,"Sehr fair. Macht alle Übungen, dann besteht ihr auch.",5,1.0,1.0,0
3131,3131,5d07e81ba514ad001cc8f33f,Reines Selbststudium. Vorlesungsbesuch nicht nötig. ,3,4.0,2.0,2
9372,2730,62bf34019799b00021ee750e,"Nutzloses Subjekt, schlechteste TA (besonders die indische). Kuchulain ist ok, aber nicht mehr. Andere zwei sind Katastrophe.",1,0.0,0.0,0
2174,2174,5c488b86aaf8a6001c76a39c,Sehr interessantes Fach! Die UZH könnte mehr Fächer in diesem Stil anbieten. Thomas Puschmann ist sehr zugänglich und immer für Fragen erreichbar. Durch seine Erfahrungen in der Privatwirtschaft und den Gastvorträgen ist dieses Fach sehr realitätsnah. ,5,0.0,0.0,0
2385,2385,5c545647347055001c6d24b2,Sehr gut organisiertes Fach. Die 3 ECTS sind gratis. Ein Tag vor der Prüfung anfangen zu lernen reicht schon!,3,1.0,5.0,0
1601,1601,5bb5b3204fffb700199cb8ec,"Andreas Scherer schafft es, dass wenn man ihm zuhört weniger lernt als wenn man einfach selber das skript liest. Tipp: gehe nicht in die vorlesung, sondern bring es dir selber bei. Andreas Scherer ist die Schlechteste Lehrperson die ich in meinem Leben hatte. Meine Kindergarten Lehrerin wäre noch besser in der Lage diesen Stoff an die Studenten zu bringen.",1,72.0,7.0,2
5625,5625,60df1c785fdd600022cea8fa,"Naja... Vorlesung war ganz okay, aber nicht wirklich interessant oder lehrreich. Und die Prüfungsvorbereitung war trotzdem relativ viel Aufwand für nur 2 Credits. Immerhin faire Prüfung!  Wenn ihr's nehmen müsst: Versuchen, die Zusammenhänge etwas zu verstehen und die wichtigsten Formeln/Konzepte auswendig lernen sollte ausreichen. Herleitungen wurden keine geprüft, auch wenn die Vorlesung voll damit war.",2,0.0,0.0,0
7949,1307,5df76bb2456e68001edcf4d8,Mehr zum Überblick über die Methoden Einfache Prüfung,4,0.0,0.0,0
2754,2754,5c99eaa0069277001c8bd75e,"Im Nachhinein würde ich eher ein Fach nehmen, dass etwas schwieriger ist, mich dafür auch interessiert...",3,3.0,1.0,2
3109,3109,5d063d7f123555001c1acad6,Absolut die beschissenste Vorlesung die es gibt,1,4.0,0.0,2
3966,3966,5dfa3c70db5ec7001ea7bc8e,"mer het s gfühl mer checkt übrhaupt nüt aber denn chunt de freddi und hilft eim uh huere. absolut nices fach und en dozent wo wük wot dass all durechömed. eif id vorlesig gah, nur lese wenmers nöd verstaht und v.a. lefs löse und im klausurforum bespreche denn hender denn gli mal no e gueti note",4,4.0,0.0,2
2794,2794,5cbb125c3b0d43001cdb0975,"Die Prof ist ziemlich gut aber ganz ehrlich , wozu braucht man bitte diesen vermittelten Stoff ?",3,3.0,8.0,0
6480,6480,62c2af40d8345f00212d05a4,Prof weiss einfach alles zur Geschichte des letzten Jahrhunderts- sehr beeindruckend ,5,0.0,0.0,0
4517,4517,5e60d6cb1c7ac10022e98a35,Schlechte Dozenten,1,0.0,0.0,0
6488,6488,62c43cbc6a859a002126d023,"Wie auch schon in Analysis kann man sich mit den alten Prüfungen super vorbereiten und demtentsprechend auch eine gute Note machen, wenn man die Grundthemen verstanden hat. ",4,0.0,0.0,0
7064,422,5b503e533fdb93001a0772ee,"Es ist okay, aber die Organisationsebene ist super niedrig.",2,1.0,0.0,1
6246,6246,626951efb01ec80021b9f941,"Blöds Fach, mega langwilig und lernsch nüt, aber mega easy credits und eifachi Prüefig. All in all en rechte Kindergarte",3,0.0,0.0,0
6503,6503,62c7493c8b0d7b00213bdc2c,"Spannendes Fach, faire single choice Prüfung. Die Folien vieler Profs haben allerdings fast keinen Text, drum wichtig, dass man sich Notizen macht.",4,0.0,0.0,0
4421,4421,5e456370b9d3360022e5c303,"Habe die Prüfung als Nebenfächler im Winter geschrieben. War weder in der Vorlesung/Übung noch habe ich Podcasts geschaut. Bei Thier trotzdem gut möglich. Lernte ausschliesslich mit einer der vielen herumgeisternen Zusammenfassungen. Man kann sich das Fach definitiv „schön reden“, dann macht es auch Spass und ist spannend zu lernen.",5,0.0,0.0,0
5491,5491,60b753f8f24f440022a34939,Sympathischer Prof. Leider fand ich die Übung verwirrend. Teilweise gabs widersprüchliche Aussagen.   Die Prüfung war nicht für den Modus geeignet. Bei FinRep braucht man entweder extrem viel Zeit um ja keinen Fehler zu machen oder man braucht die Möglichkeit am Ende nochmal die Resultate anzupassen oder zu  kontrollieren. Keine Zeit und keine Möglichkeit die Resultate anzupassen führt zu vielen Fehlern (und zwar nicht weil mans nicht kann sondern weil man einfach nen mega stress hat für so ne super genaue Arbeit) ,3,0.0,0.0,0
4798,4798,5ef64acacb073400223c93df,- spannende Themen (auch wenn zu Beginn etwas verwirrend wie tief man die Konzepte bereits verstehen muss) - einige Dozenten didaktisch etwas besser als andere - faire Prüfung - würde es auch wählen wenn es kein Pflichtmodul wäre,5,0.0,0.0,0
955,955,5b00109a991465001acb601d,"Sehr grosse Menge um zu lernen, aber wircklich interessant!",3,0.0,0.0,0
7745,1103,5d1c44468a3f6d001ca2efe5,"Nach 2,5 Tagen allgemeinen praktischen/theoretischen Intros zum Thema können Sie ein Thema aus einer Liste auswählen und arbeiten in verschiedenen Laboren zu diesen Themen. Am Ende stellen Sie die Ergebnisse Ihrer Arbeit den anderen Studierenden vor. Es gab Studierende, die alleine an einem Thema arbeiteten, natürlich betreut, aber auch kleine Gruppen von zwei",5,0.0,0.0,0
2604,2604,5c6aa3f70f0ace001c396fe6,"Übungen sind gut, d.h. weder zu einfach noch übertrieben anspruchsvoll.",4,0.0,3.0,0
3210,3210,5d0ca491a2f002001c668bf6,"Ganz okey. Die Sozialpsychologie-Lehrstühle sind sehr sozial bei der Bewertung und es gibt weniger Aufwand, als bei anderen Lehrstühlen!",4,0.0,0.0,0
4159,4159,5e1f29ff70f0bc0022ef8ef3,"Spannende Vorlesung und für 6 ects relativ wenig Aufwand. Wenn man es im Bachelor gehabt hat wiederholen sich ein paar Themen (ob das gut oder schlecht ist, ist euch überlassen ;)). Dieses Jahr war die Prüfung relativ schwer aber ich glaube dies wurde bei der Korrektur berücksichtigt. Gute Note trotzdem möglich durch Präsentation und mündliche Beteiligung. Würde es grundsätzlich empfehlen. ",4,0.0,0.0,0
88,88,5a5f3d70be6796001a9da191,don’t ,1,1.0,1.0,0
1891,1891,5c34d42893ac7c001ca21480,"Top Dozent und spannende Vorlesung, Leistungsnachweis ist fair",5,1.0,0.0,1
2029,2029,5c3fb8e3caa3e7001c6ba196,"Dozent etwas unprofessionel, teilweise sehr unwissenschaftlich. Prüfung war sehr einfach, die Benotung allerdings nicht transparent und hart. Nicht zu empfehlen!",2,0.0,0.0,0
6656,14,5a5f04aebe6796001a9d8665,"Ich liebte das Thema und die Vorlesungen waren in Ordnung. Die Prüfung war jedoch eine Katastrophe, viel zu schwierig und hatte wenig mit den Übungen und Scheinprüfungen zu tun. (Prof. Ayoub)",1,1.0,0.0,1
7462,820,5c5cafa05112ef001c6bb3f8,"Am Anfang dachte ich, es gab jetzt eine Möglichkeit, dies zu bestehen, aber eine super faire Prüfung half mir sehr :) Problem-Sets sind hart und erfordern viel Arbeit, aber so bereiten sie Sie auf die Prüfung vor. Auf jeden Fall empfehlen",5,0.0,5.0,0
2184,2184,5c496f6baaf8a6001c770b77,Wenig von dem was ich gelernt habe ist überhaupt interessant gewesen. Aber es ist nicht schwierig,3,0.0,1.0,0
5900,5900,61daf608cdfa310021690525,Themen spannend aber zum grössten Teil Wiederholungen von BIO143 Die Vorlesungen in Präsenz sind angenehm anzuschauen aber als Podcast kann man sich die schlechte Audioqualität (von den meisten dozenten) nicht reinziehen,3,0.0,0.0,0
6456,6456,62bab54604cbb800210c324e,"Also wer jetzt jammert, hat die Prüfung nicht im FS21 geschrieben. FS22 war der Teil von Hajnal super gut erklärt und die Fragen waren auch sehr fair! Gott sei dank ",4,0.0,0.0,0
1173,1173,5b295b48eeda99001a498860,"Spannende Vorlesung, aber eher praxisfern. Prüfung eher schwer und immenser Zeitdruck, typisch Franck",4,0.0,0.0,0
8531,1889,600a6c4ecc99450022bab850,Ich bin bei jedem Podcast eingeschlafen (kein Witz),2,0.0,0.0,0
